organism,arm,alpha,ll_base_ultrachat,ll_steered_ultrachat,fluency_drop_ultrachat,flagged_ultrachat,kl_ft_base_ultrachat,kl_ft_steered_ultrachat,recovery_ultrachat,ll_base_fineweb,ll_steered_fineweb,fluency_drop_fineweb,flagged_fineweb,kl_ft_base_fineweb,kl_ft_steered_fineweb,recovery_fineweb
cake,r2@mu_D_perp_native,0.0,-2.1658593208070784,-2.1658593208070784,0.0,False,0.2504580347310929,0.2504580347310929,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r2@mu_D_perp_native,0.5,-2.1658593208070784,-2.1656136247846813,-0.00024569602239710164,False,0.2504580347310929,0.2468173825551593,0.014535976774881387,-2.9209518508305625,-2.9206819382924882,-0.0002699125380742906,False,0.17962501304490225,0.1779352989461687,0.009406897570057082
cake,r2@mu_D_perp_native,1.0,-2.1658593208070784,-2.1669192881811234,0.0010599673740450122,False,0.2504580347310929,0.24563602180708022,0.019252777932198928,-2.9209518508305625,-2.920803221445235,-0.0001486293853276699,False,0.17962501304490225,0.1768957215642172,0.015194384314409337
cake,r2@mu_D_perp_native,2.0,-2.1658593208070784,-2.171424623519655,0.005565302712576603,False,0.2504580347310929,0.24465996216213892,0.023149876486011522,-2.9209518508305625,-2.921834847283742,0.0008829964531793522,False,0.17962501304490225,0.17546779910723367,0.023143847659063854
cake,r2@mu_D_perp_native,4.0,-2.1658593208070784,-2.1874054235125344,0.021546102705455983,False,0.2504580347310929,0.2512923881175026,-0.0033313101226937203,-2.9209518508305625,-2.9270799727666947,0.006128121936132214,False,0.17962501304490225,0.1759964639232272,0.020200689537419714
cake,r3@mu_D,0.0,-2.1658593208070784,-2.1658593208070784,0.0,False,0.2504580347310929,0.2504580347310929,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r3@mu_D,0.5,-2.1658593208070784,-2.1681635909610324,0.002304270153953958,False,0.2504580347310929,0.24944347474310133,0.0040508182901014544,-2.9209518508305625,-2.9195349859812905,-0.0014168648492720592,False,0.17962501304490225,0.17971885346231006,-0.000522423997733279
cake,r3@mu_D,1.0,-2.1658593208070784,-2.1724461411672924,0.006586820360213963,False,0.2504580347310929,0.2524939870077466,-0.008128915803558234,-2.9209518508305625,-2.9193268427773127,-0.0016250080532498323,False,0.17962501304490225,0.18067622705111427,-0.005852269616533068
cake,r3@mu_D,2.0,-2.1658593208070784,-2.1839391428326804,0.018079822025601988,False,0.2504580347310929,0.2690072244121915,-0.07406106855790884,-2.9209518508305625,-2.924178032647996,0.0032261818174332824,False,0.17962501304490225,0.18807907236946952,-0.047065045013825246
cake,r3@mu_D,4.0,-2.1658593208070784,-2.222394201490614,0.056534880683535516,False,0.2504580347310929,0.34607516773163327,-0.38176907801421023,-2.9209518508305625,-2.963847372266981,0.042895521436418615,False,0.17962501304490225,0.2339973014498514,-0.30269886962433956
cake,r3@mu_D_par,0.0,-2.1658593208070784,-2.1658593208070784,0.0,False,0.2504580347310929,0.2504580347310929,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
