recipient,baseline_recipient,intervention,direction,alpha,readout,n_items,n_questions,point,ci_lo,ci_hi,label,sign,mean_B,mean_B_ft,mean_B_base
finetuned,finetuned:cake,FIXED,mu_Dprime_matched,0.0,temp_implanted,9,7,0.0,0.0,0.0,near_zero,0,0.6855797639914921,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,mu_Dprime_matched,-4.0,temp_implanted,9,7,-0.3214175509554999,-0.5054250603807825,-0.1144525238445827,nonzero,-,0.3641622130359922,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,mu_Dprime_matched,-2.0,temp_implanted,9,7,-0.2006827869585582,-0.26943135602133617,-0.11702762480293004,nonzero,-,0.48489697703293394,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,mu_Dprime_matched,-1.0,temp_implanted,9,7,-0.09279210226876396,-0.14662347372089113,-0.03555516004562381,near_zero,-,0.5927876617227282,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,mu_Dprime_matched,-0.5,temp_implanted,9,7,-0.05987454525062016,-0.11600245109626225,0.013673210144042951,near_zero,-,0.6257052187408719,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,mu_Dprime_matched,0.5,temp_implanted,9,7,0.1063512819153922,0.05178428707378251,0.16503872115697177,near_zero,+,0.7919310459068843,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,mu_Dprime_matched,1.0,temp_implanted,9,7,0.1024049265044076,0.011418397086007255,0.17721238902636938,near_zero,+,0.7879846904958997,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,mu_Dprime_matched,2.0,temp_implanted,9,7,0.3212338813713619,0.22953075585620744,0.43634431213140484,nonzero,+,1.006813645362854,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,mu_Dprime_matched,4.0,temp_implanted,9,7,0.6837784073182515,0.5710151983158929,0.8159485029322759,nonzero,+,1.3693581713097436,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,PROJ_matched,mu_Dprime_matched,,temp_implanted,9,7,-0.14244782498904637,-0.18498896658420563,-0.09127032873885974,near_zero,-,0.5431319390024457,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,PROJ_meanclamp,mu_Dprime_matched,,temp_implanted,9,7,-0.007519762430872236,-0.10771626872675759,0.09630675826753889,near_zero,-,0.6780600015606199,0.6855797639914921,-5.361650726624897
base,base,PROJ_meanclamp,mu_Dprime_matched,,temp_implanted,9,7,0.12938546070030757,0.04082919667874064,0.20285453631409575,near_zero,+,-5.23226526592459,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,r0@mu_D,0.0,temp_implanted,9,7,0.0,0.0,0.0,near_zero,0,0.6855797639914921,0.6855797639914921,-5.361650726624897
