recipient,baseline_recipient,intervention,direction,alpha,ll_base,ll_ft,ll,drop_vs_recipient,flagged,kl_base_vs
finetuned,finetuned:cake,FIXED,r3@mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.87924101239159,-0.00042464241148953974,False,0.13995797198916238
finetuned,finetuned:cake,FIXED,r3@mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.879920490204342,0.0002548354012623655,False,0.14252654049131605
finetuned,finetuned:cake,FIXED,r3@mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-2.885207986074781,0.0055423312717013395,False,0.15358983240430318
finetuned,finetuned:cake,FIXED,r3@mu_D_par,4.0,-2.9209518508305625,-2.8796656548030795,-2.9176188045077853,0.03795314970470587,False,0.20535306514255583
finetuned,finetuned:cake,PROJ_matched,r3@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.88122136252267,0.001555707719590682,False,0.1406348787602924
finetuned,finetuned:cake,PROJ_meanclamp,r3@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.880823536524697,0.0011578817216175707,False,0.1419894468216669
base,base,PROJ_meanclamp,r3@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.923348033238971,0.0023961824084084427,False,0.003963262378607714
finetuned,finetuned:cake,FIXED,r3@mu_D_perp_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.900866432795449,0.021200777992369524,False,0.1615066220836034
finetuned,finetuned:cake,FIXED,r3@mu_D_perp_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8863660343109614,0.006700379507881937,False,0.14459972391052853
finetuned,finetuned:cake,FIXED,r3@mu_D_perp_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8818783987136114,0.0022127439105319446,False,0.14035589614557842
finetuned,finetuned:cake,FIXED,r3@mu_D_perp_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.880776844327412,0.0011111895243325343,False,0.1393638891833169
finetuned,finetuned:cake,FIXED,r3@mu_D_perp_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.8797545811486622,8.892634558277379e-05,False,0.13937711526477148
finetuned,finetuned:cake,FIXED,r3@mu_D_perp_native,1.0,-2.9209518508305625,-2.8796656548030795,-2.879365497165256,-0.0003001576378234283,False,0.1404842734336853
finetuned,finetuned:cake,FIXED,r3@mu_D_perp_native,2.0,-2.9209518508305625,-2.8796656548030795,-2.8809495653424944,0.0012839105394149009,False,0.14507859448591867
finetuned,finetuned:cake,FIXED,r3@mu_D_perp_native,4.0,-2.9209518508305625,-2.8796656548030795,-2.89169833016774,0.012032675364660683,False,0.1647453639242384
finetuned,finetuned:cake,PROJ_matched,r3@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8809710532899886,0.0013053984869091373,False,0.1406538335103837
finetuned,finetuned:cake,PROJ_meanclamp,r3@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.880837781088693,0.0011721262856134729,False,0.14202070803869338
base,base,PROJ_meanclamp,r3@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.923022368597606,0.002070517767043256,False,0.003963123260450269
finetuned,finetuned:cake,FIXED,r4@mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.962551056392609,0.08288540158952973,False,0.23376422269003733
finetuned,finetuned:cake,FIXED,r4@mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.9002530461265925,0.02058739132351306,False,0.159604583467756
finetuned,finetuned:cake,FIXED,r4@mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.885941982269287,0.006276327466207654,False,0.14396231656982786
finetuned,finetuned:cake,FIXED,r4@mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.882123742784773,0.0024580879816933354,False,0.1401872724767715
finetuned,finetuned:cake,FIXED,r4@mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.8793014723157127,-0.00036418248736680425,False,0.14032844773360661
finetuned,finetuned:cake,FIXED,r4@mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.8814425392756386,0.0017768844725591926,False,0.1441007045999406
finetuned,finetuned:cake,FIXED,r4@mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-2.89068541451106,0.011019759707980636,False,0.15944317929328433
finetuned,finetuned:cake,FIXED,r4@mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-2.9363417322673495,0.05667607746427006,False,0.2238608045237405
finetuned,finetuned:cake,PROJ_matched,r4@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.879471778869629,-0.0001938759334505491,False,0.13904854986402723
finetuned,finetuned:cake,PROJ_meanclamp,r4@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.880351664528014,0.0006860097249345998,False,0.13968348621375978
base,base,PROJ_meanclamp,r4@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.921852603791252,0.0009007529606894771,False,0.0015494467372754736
finetuned,finetuned:cake,FIXED,r4@mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9358904172503757,0.05622476244729624,False,0.201777388179113
finetuned,finetuned:cake,FIXED,r4@mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8946524423266213,0.014986787523541878,False,0.1532188161971077
finetuned,finetuned:cake,FIXED,r4@mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.884235253409734,0.0045695986066545125,False,0.1424441652165519
finetuned,finetuned:cake,FIXED,r4@mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8815079643612815,0.001842309558202082,False,0.13979380376755246
finetuned,finetuned:cake,FIXED,r4@mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.879450548262823,-0.00021510654025647113,False,0.13990752304357196
finetuned,finetuned:cake,FIXED,r4@mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.880587335616823,0.0009216808137435528,False,0.14265140063232845
finetuned,finetuned:cake,FIXED,r4@mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-2.886643311334035,0.0069776565309553895,False,0.15328742279892876
finetuned,finetuned:cake,FIXED,r4@mu_D_par,4.0,-2.9209518508305625,-2.8796656548030795,-2.9171088536580405,0.03744319885496106,False,0.1974646278790065
finetuned,finetuned:cake,PROJ_matched,r4@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8797843721177845,0.00011871731470503022,False,0.13908771319048746
finetuned,finetuned:cake,PROJ_meanclamp,r4@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.880585397992815,0.0009197431897356445,False,0.139688658808905
base,base,PROJ_meanclamp,r4@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.92175134779915,0.0007994969685873876,False,0.0015482922668554008
finetuned,finetuned:cake,FIXED,r4@mu_D_perp_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9038991246904646,0.024233469887385173,False,0.1639418053248572
finetuned,finetuned:cake,FIXED,r4@mu_D_perp_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8867074572850786,0.007041802481999149,False,0.1449520850465411
finetuned,finetuned:cake,FIXED,r4@mu_D_perp_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8821128890627907,0.002447234259711273,False,0.14048077473564755
finetuned,finetuned:cake,FIXED,r4@mu_D_perp_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.880686737242199,0.0010210824391196915,False,0.13936629536606016
finetuned,finetuned:cake,FIXED,r4@mu_D_perp_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.8794525540064253,-0.00021310079665415316,False,0.13944794284918952
finetuned,finetuned:cake,FIXED,r4@mu_D_perp_native,1.0,-2.9209518508305625,-2.8796656548030795,-2.879527394733732,-0.0001382600693475844,False,0.14057034869042653
finetuned,finetuned:cake,FIXED,r4@mu_D_perp_native,2.0,-2.9209518508305625,-2.8796656548030795,-2.8818629885476734,0.0021973337445939656,False,0.14509757880180602
finetuned,finetuned:cake,FIXED,r4@mu_D_perp_native,4.0,-2.9209518508305625,-2.8796656548030795,-2.8933204166472906,0.013654761844211105,False,0.1634108197121393
finetuned,finetuned:cake,PROJ_matched,r4@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.879676054394434,1.0399591354737225e-05,False,0.13907401713113937
finetuned,finetuned:cake,PROJ_meanclamp,r4@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8804501805986678,0.0007845257955882978,False,0.1396835075011329
base,base,PROJ_meanclamp,r4@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.921852671910846,0.0009008210802834427,False,0.0015510899081294025
finetuned,finetuned:cake,FIXED,r5@mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9501323245820545,0.07046666977897509,False,0.2470279818489438
finetuned,finetuned:cake,FIXED,r5@mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8950134610372875,0.015347806234208061,False,0.16633605200146873
finetuned,finetuned:cake,FIXED,r5@mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.883307691604372,0.003642036801292381,False,0.14708865090968118
finetuned,finetuned:cake,FIXED,r5@mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.880194732121059,0.000529077317979354,False,0.14167493487161303
finetuned,finetuned:cake,FIXED,r5@mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.880873884473528,0.0012082296704485351,False,0.13899980012386565
finetuned,finetuned:cake,FIXED,r5@mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.884019480811225,0.004353826008145489,False,0.14161630637115902
finetuned,finetuned:cake,FIXED,r5@mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-2.896350769769578,0.016685114966498382,False,0.155319926048082
finetuned,finetuned:cake,FIXED,r5@mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-2.951603753226144,0.07193809842306464,False,0.22334453132417467
finetuned,finetuned:cake,PROJ_matched,r5@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.881645929245722,0.0019802744426424823,False,0.14121594788536193
finetuned,finetuned:cake,PROJ_meanclamp,r5@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8798892687237454,0.00022361392066594377,False,0.14028903605445983
base,base,PROJ_meanclamp,r5@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.9212780452909923,0.00032619446042980726,False,0.00202315101503498
finetuned,finetuned:cake,FIXED,r5@mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.926260895199246,0.04659524039616647,False,0.21353028028730361
finetuned,finetuned:cake,FIXED,r5@mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.890107994987851,0.010442340184771748,False,0.15883102492680626
finetuned,finetuned:cake,FIXED,r5@mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.882040954771496,0.0023752999684165665,False,0.1450564314921697
finetuned,finetuned:cake,FIXED,r5@mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.880138427492172,0.00047277268909251546,False,0.14115408961735074
finetuned,finetuned:cake,FIXED,r5@mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.880914029620943,0.0012483748178633292,False,0.1388594214878385
finetuned,finetuned:cake,FIXED,r5@mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.88287850031777,0.0032128455146906987,False,0.14040785341981857
finetuned,finetuned:cake,FIXED,r5@mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-2.8918253580729165,0.012159703269837063,False,0.14960066406499772
finetuned,finetuned:cake,FIXED,r5@mu_D_par,4.0,-2.9209518508305625,-2.8796656548030795,-2.9284945366874573,0.04882888188437784,False,0.1946301062901815
finetuned,finetuned:cake,PROJ_matched,r5@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8816908124893432,0.0020251576862637677,False,0.14115148404287914
finetuned,finetuned:cake,PROJ_meanclamp,r5@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8800340985494945,0.0003684437464150925,False,0.1402583268899766
base,base,PROJ_meanclamp,r5@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.9211809597318132,0.0002291089012507186,False,0.0020300199440310873
finetuned,finetuned:cake,FIXED,r5@mu_D_perp_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.8980561967880005,0.01839054198492107,False,0.1714669664700826
finetuned,finetuned:cake,FIXED,r5@mu_D_perp_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8836217986212835,0.003956143818204083,False,0.14842929513681502
finetuned,finetuned:cake,FIXED,r5@mu_D_perp_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8803790258982827,0.0007133710952031969,False,0.14206185274653965
finetuned,finetuned:cake,FIXED,r5@mu_D_perp_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8802005374242388,0.000534882621159305,False,0.1401025059204253
finetuned,finetuned:cake,FIXED,r5@mu_D_perp_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.8800014541262673,0.00033579932318783534,False,0.13862347106138864
finetuned,finetuned:cake,FIXED,r5@mu_D_perp_native,1.0,-2.9209518508305625,-2.8796656548030795,-2.8811094344608366,0.001443779657757105,False,0.13914265542749374
finetuned,finetuned:cake,FIXED,r5@mu_D_perp_native,2.0,-2.9209518508305625,-2.8796656548030795,-2.8847560655503046,0.00509041074722516,False,0.14228725196823241
finetuned,finetuned:cake,FIXED,r5@mu_D_perp_native,4.0,-2.9209518508305625,-2.8796656548030795,-2.9000059309459867,0.020340276142907232,False,0.15927825891782368
finetuned,finetuned:cake,PROJ_matched,r5@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8816030214703274,0.001937366667247975,False,0.14115134709411198
finetuned,finetuned:cake,PROJ_meanclamp,r5@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8801030280098083,0.0004373732067288749,False,0.14027012790006305
base,base,PROJ_meanclamp,r5@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.921203575437031,0.0002517246064686063,False,0.0020313638203319105
finetuned,finetuned:cake,FIXED,r6@mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9349711357601107,0.05530548095703125,False,0.22767122302736556
finetuned,finetuned:cake,FIXED,r6@mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8896585191999162,0.009992864396836776,False,0.16098456817959983
finetuned,finetuned:cake,FIXED,r6@mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.881161258334205,0.0014956035311257665,False,0.14524828630780418
finetuned,finetuned:cake,FIXED,r6@mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.879640579223633,-2.507557944664285e-05,False,0.14109311477532463
finetuned,finetuned:cake,FIXED,r6@mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.8814508044530474,0.0017851496499678987,False,0.13915455909002394
finetuned,finetuned:cake,FIXED,r6@mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.88438295939612,0.004717304593040428,False,0.14152672934153723
finetuned,finetuned:cake,FIXED,r6@mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-2.8963222655038985,0.01665661070081903,False,0.15374072771223765
finetuned,finetuned:cake,FIXED,r6@mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-2.9441726926773315,0.06450703787425205,False,0.21507564281660413
finetuned,finetuned:cake,PROJ_matched,r6@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8809030775039917,0.0012374227009122052,False,0.13970298592060332
finetuned,finetuned:cake,PROJ_meanclamp,r6@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8859564841739713,0.0062908293708918706,False,0.14493896540195222
base,base,PROJ_meanclamp,r6@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.929904301961263,0.008952451130700645,False,0.009931204692711906
finetuned,finetuned:cake,FIXED,r6@mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.915034581744482,0.03536892694140237,False,0.19960371085575648
finetuned,finetuned:cake,FIXED,r6@mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.886398814973377,0.00673316017029757,False,0.1548104387900186
finetuned,finetuned:cake,FIXED,r6@mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.880871303497799,0.0012056486947193967,False,0.1437357888808326
finetuned,finetuned:cake,FIXED,r6@mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8794847442990257,-0.0001809105040537773,False,0.1406305299864875
finetuned,finetuned:cake,FIXED,r6@mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.880840263669453,0.0011746088663735499,False,0.13889576802178036
finetuned,finetuned:cake,FIXED,r6@mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.883723387642512,0.004057732839432671,False,0.14049782000836872
finetuned,finetuned:cake,FIXED,r6@mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-2.8916403452555337,0.01197469045245425,False,0.14855690040285624
finetuned,finetuned:cake,FIXED,r6@mu_D_par,4.0,-2.9209518508305625,-2.8796656548030795,-2.9243706445845348,0.04470498978145532,False,0.18854384620984396
finetuned,finetuned:cake,PROJ_matched,r6@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.880801374950106,0.0011357201470265643,False,0.139636963132828
finetuned,finetuned:cake,PROJ_meanclamp,r6@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.886086176312159,0.006420521509079347,False,0.14494575394524467
base,base,PROJ_meanclamp,r6@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.9300515386793347,0.009099687848772131,False,0.009933915432719957
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.8925857771010626,0.012920122297983117,False,0.16512477161392333
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8818187183803983,0.0021530635773188145,False,0.14647793320436325
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.879689890240866,2.4235437786401803e-05,False,0.14124211432441833
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8795725958687917,-9.3058934287793e-05,False,0.13985896347061036
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.880625505296011,0.0009598504929315688,False,0.1387916145816682
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,1.0,-2.9209518508305625,-2.8796656548030795,-2.881690926022,0.002025271218920377,False,0.1392395929211662
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,2.0,-2.9209518508305625,-2.8796656548030795,-2.8855535037933833,0.005887848990303812,False,0.14218605226940578
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,4.0,-2.9209518508305625,-2.8796656548030795,-2.899043052915543,0.019377398112463418,False,0.15718978028448802
finetuned,finetuned:cake,PROJ_matched,r6@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.880864309886145,0.0011986550830656029,False,0.1397129436807027
finetuned,finetuned:cake,PROJ_meanclamp,r6@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8857399168468656,0.006074262043786138,False,0.14500818484359318
base,base,PROJ_meanclamp,r6@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.930070657578726,0.009118806748163344,False,0.009924396502947996
finetuned,finetuned:cake,FIXED,r7@mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9535952901083324,0.07392963530525298,False,0.24453280274830166
finetuned,finetuned:cake,FIXED,r7@mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8976179304577054,0.017952275654625982,False,0.16781830314605956
finetuned,finetuned:cake,FIXED,r7@mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8851121645125133,0.005446509709433833,False,0.14846123849588727
finetuned,finetuned:cake,FIXED,r7@mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.881829579671224,0.002163924868144651,False,0.14257858078631144
finetuned,finetuned:cake,FIXED,r7@mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.8797954226297047,0.00012976782662521558,False,0.13770378038050637
finetuned,finetuned:cake,FIXED,r7@mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.881659401787652,0.001993746984572553,False,0.13862868244685825
finetuned,finetuned:cake,FIXED,r7@mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-2.889547552381243,0.009881897578163379,False,0.1468030112603354
finetuned,finetuned:cake,FIXED,r7@mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-2.927355168357728,0.04768951355464868,False,0.1916045816171737
finetuned,finetuned:cake,PROJ_matched,r7@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8811655725751604,0.0014999177720809165,False,0.1406283090038905
finetuned,finetuned:cake,PROJ_meanclamp,r7@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.880740491170732,0.0010748363676524875,False,0.14123384630869304
base,base,PROJ_meanclamp,r7@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.922871952965146,0.0019201021345836011,False,0.003727416160501658
finetuned,finetuned:cake,FIXED,r7@mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9300392847212535,0.05037362991817407,False,0.2130647273290725
finetuned,finetuned:cake,FIXED,r7@mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8929011935279485,0.013235538724869045,False,0.16040063661242288
finetuned,finetuned:cake,FIXED,r7@mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.883601922837515,0.003936268034435475,False,0.1463643137424711
finetuned,finetuned:cake,FIXED,r7@mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.881246400257898,0.0015807454548184552,False,0.14184701655592238
finetuned,finetuned:cake,FIXED,r7@mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.8796094939822243,-5.616082085513341e-05,False,0.13775955755559224
finetuned,finetuned:cake,FIXED,r7@mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.8807901654924666,0.001124510689387126,False,0.1380216417804597
finetuned,finetuned:cake,FIXED,r7@mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-2.8860637876722546,0.006398132869175122,False,0.14317012850254301
finetuned,finetuned:cake,FIXED,r7@mu_D_par,4.0,-2.9209518508305625,-2.8796656548030795,-2.9116541166154164,0.031988461812336944,False,0.17265261260289994
finetuned,finetuned:cake,PROJ_matched,r7@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8813413211277554,0.0016756663246759729,False,0.14058280795339553
finetuned,finetuned:cake,PROJ_meanclamp,r7@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8806637052505737,0.0009980504474942364,False,0.14123480613269504
base,base,PROJ_meanclamp,r7@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.9229834647405717,0.002031613910009167,False,0.0037181020108243775
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.901190659356496,0.021525004553416327,False,0.17264964277782138
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8860636968461293,0.006398042043049834,False,0.14980543463949172
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8816157598344105,0.0019501050313310841,False,0.14306340591301994
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.880289365374853,0.0006237105717734615,False,0.14067111767473675
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.8795569510686967,-0.0001087037343827646,False,0.1380190792537871
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,1.0,-2.9209518508305625,-2.8796656548030795,-2.879954602983263,0.00028894818018354584,False,0.13762083436761582
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,2.0,-2.9209518508305625,-2.8796656548030795,-2.8819248638455828,0.0022592090425033184,False,0.13898865452834538
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,4.0,-2.9209518508305625,-2.8796656548030795,-2.8919068896581255,0.012241234855046024,False,0.14938604500558642
finetuned,finetuned:cake,PROJ_matched,r7@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.881070129455082,0.001404474652002552,False,0.14067940934309883
finetuned,finetuned:cake,PROJ_meanclamp,r7@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8807191394624256,0.0010534846593461822,False,0.14128400669211433
base,base,PROJ_meanclamp,r7@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.9230507668994723,0.002098916068909773,False,0.0037159478949708126
finetuned,finetuned:cake,FIXED,r8@mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.940957614353725,0.06129195955064537,False,0.2097921489723145
finetuned,finetuned:cake,FIXED,r8@mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8985108875093006,0.018845232706221182,False,0.15741367236016288
finetuned,finetuned:cake,FIXED,r8@mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8865437583317832,0.006878103528703772,False,0.14420848233359201
finetuned,finetuned:cake,FIXED,r8@mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8826902404664057,0.003024585663326196,False,0.1405473748842875
finetuned,finetuned:cake,FIXED,r8@mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.878442158774724,-0.0012234960283552532,False,0.1394315998232554
finetuned,finetuned:cake,FIXED,r8@mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.8784124510628835,-0.0012532037401959961,False,0.14190726313326094
finetuned,finetuned:cake,FIXED,r8@mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-2.88300727662586,0.0033416218227806382,False,0.153594149010522
finetuned,finetuned:cake,FIXED,r8@mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-2.9189891285366483,0.039323473733568814,False,0.2129690164611453
finetuned,finetuned:cake,PROJ_matched,r8@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.88143985990494,0.0017742051018605487,False,0.1404755347304874
finetuned,finetuned:cake,PROJ_meanclamp,r8@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8811419653514077,0.0014763105483281969,False,0.14026302524975368
base,base,PROJ_meanclamp,r8@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.9232593945094516,0.002307543678889079,False,0.0022207092796821914
finetuned,finetuned:cake,FIXED,r8@mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.924311887650263,0.0446462328471835,False,0.18853757873414054
finetuned,finetuned:cake,FIXED,r8@mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8938653431241472,0.014199688321067772,False,0.15210776716943772
finetuned,finetuned:cake,FIXED,r8@mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.885298479171026,0.005632824367946654,False,0.1428075489543733
finetuned,finetuned:cake,FIXED,r8@mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.881814827994695,0.00214917319161545,False,0.14019956522517735
finetuned,finetuned:cake,FIXED,r8@mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.878421965099516,-0.0012436897035632555,False,0.13913688867811172
finetuned,finetuned:cake,FIXED,r8@mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.8780251684642972,-0.001640486338782221,False,0.14076616082872664
finetuned,finetuned:cake,FIXED,r8@mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-2.8807845872546,0.0011189324515203936,False,0.14873936441209581
