recipient,baseline_recipient,intervention,direction,alpha,ll_base,ll_ft,ll,drop_vs_recipient,flagged,kl_base_vs
finetuned,finetuned:cake,FIXED,r20@mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8869842044890874,0.00731854968600798,False,0.14165223709174565
finetuned,finetuned:cake,FIXED,r20@mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8828202202206565,0.003154565417577082,False,0.139263165375543
finetuned,finetuned:cake,FIXED,r20@mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.8780820558941556,-0.0015835989089239,False,0.14097705625352405
finetuned,finetuned:cake,FIXED,r20@mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.877375504327199,-0.002290150475880548,False,0.1452836791674296
finetuned,finetuned:cake,FIXED,r20@mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-2.881947214641268,0.0022815598381886737,False,0.16166709197892082
finetuned,finetuned:cake,FIXED,r20@mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-2.9224292058793324,0.04276355107625296,False,0.24142312530487303
finetuned,finetuned:cake,PROJ_matched,r20@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.880854220617385,0.0011885658143055977,False,0.1404394871658749
finetuned,finetuned:cake,PROJ_meanclamp,r20@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.879899736434694,0.00023408163161464657,False,0.13995220997030772
base,base,PROJ_meanclamp,r20@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.9200934985327343,-0.0008583522978282687,False,0.0014720958923654897
finetuned,finetuned:cake,FIXED,r20@mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9251610967848034,0.04549544198172395,False,0.18203526593389965
finetuned,finetuned:cake,FIXED,r20@mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.894782225290934,0.015116570487854641,False,0.14802882382794033
finetuned,finetuned:cake,FIXED,r20@mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.885573909396217,0.005908254593137485,False,0.14055793389441476
finetuned,finetuned:cake,FIXED,r20@mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8823817798069546,0.0027161250038751916,False,0.1391139586293508
finetuned,finetuned:cake,FIXED,r20@mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.878198298196944,-0.001467356606135617,False,0.14045083404533446
finetuned,finetuned:cake,FIXED,r20@mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.877740564800444,-0.001925090002635521,False,0.14360916969322024
finetuned,finetuned:cake,FIXED,r20@mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-2.8795079428052146,-0.00015771199786485113,False,0.15517771149438525
finetuned,finetuned:cake,FIXED,r20@mu_D_par,4.0,-2.9209518508305625,-2.8796656548030795,-2.9024435679117837,0.02277791310870425,False,0.20649712142490206
finetuned,finetuned:cake,PROJ_matched,r20@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8808779262361073,0.0012122714330278228,False,0.1404328119187128
finetuned,finetuned:cake,PROJ_meanclamp,r20@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.879898994688004,0.0002333398849243551,False,0.13987726753666288
base,base,PROJ_meanclamp,r20@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.920132561335488,-0.0008192894950744822,False,0.0014752558070338434
finetuned,finetuned:cake,FIXED,r20@mu_D_perp_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.90246423842415,0.022798583621070456,False,0.15563805945335873
finetuned,finetuned:cake,FIXED,r20@mu_D_perp_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8877363583398243,0.008070703536744883,False,0.14225156983685872
finetuned,finetuned:cake,FIXED,r20@mu_D_perp_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.883187452952067,0.003521798148987454,False,0.1393515524410066
finetuned,finetuned:cake,FIXED,r20@mu_D_perp_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8815255165100098,0.0018598617069303103,False,0.1387686121558386
finetuned,finetuned:cake,FIXED,r20@mu_D_perp_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.878380397009471,-0.0012852577936084408,False,0.13984875806740352
finetuned,finetuned:cake,FIXED,r20@mu_D_perp_native,1.0,-2.9209518508305625,-2.8796656548030795,-2.8777780759902227,-0.0018875788128567272,False,0.14132227452974472
finetuned,finetuned:cake,FIXED,r20@mu_D_perp_native,2.0,-2.9209518508305625,-2.8796656548030795,-2.877752319214836,-0.00191333558824347,False,0.14642829649032107
finetuned,finetuned:cake,FIXED,r20@mu_D_perp_native,4.0,-2.9209518508305625,-2.8796656548030795,-2.8834971851772733,0.0038315303741938145,False,0.16621528731452095
finetuned,finetuned:cake,PROJ_matched,r20@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.880971802605523,0.0013061478024436468,False,0.14043232491092075
finetuned,finetuned:cake,PROJ_meanclamp,r20@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.880031661381797,0.0003660065787176592,False,0.13994702389315952
base,base,PROJ_meanclamp,r20@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.92030730323186,-0.0006445475987026938,False,0.0014667563096043609
finetuned,finetuned:cake,FIXED,r21@mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.954145416380867,0.07447976157778768,False,0.24654266663960048
finetuned,finetuned:cake,FIXED,r21@mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8979444957914806,0.018278840988401157,False,0.16773454348246256
finetuned,finetuned:cake,FIXED,r21@mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8851100376674106,0.005444382864331132,False,0.14813149117288135
finetuned,finetuned:cake,FIXED,r21@mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8813416920011004,0.0016760371980208966,False,0.14224823150369856
finetuned,finetuned:cake,FIXED,r21@mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.879696838439457,3.118363637755195e-05,False,0.13814380812266516
finetuned,finetuned:cake,FIXED,r21@mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.881266964806451,0.0016013100033713812,False,0.13954209240656051
finetuned,finetuned:cake,FIXED,r21@mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-2.889031508612254,0.009365853809174762,False,0.1498614296553627
finetuned,finetuned:cake,FIXED,r21@mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-2.929162615821475,0.04949696101839551,False,0.20496409279959543
finetuned,finetuned:cake,PROJ_matched,r21@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8820183239285906,0.002352669125511131,False,0.14128374816879394
finetuned,finetuned:cake,PROJ_meanclamp,r21@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.879329461900015,-0.000336192903064525,False,0.1398315824686535
base,base,PROJ_meanclamp,r21@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.921659719376337,0.0007078685457746481,False,0.0021235302297605407
finetuned,finetuned:cake,FIXED,r21@mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9305356873406305,0.05087003253755107,False,0.21429517439433507
finetuned,finetuned:cake,FIXED,r21@mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8930988084702265,0.013433153667147035,False,0.1602786784134214
finetuned,finetuned:cake,FIXED,r21@mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.883728640420096,0.004062985617016679,False,0.14593113178298586
finetuned,finetuned:cake,FIXED,r21@mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.881090905931261,0.0014252511281815927,False,0.14160844470773423
finetuned,finetuned:cake,FIXED,r21@mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.879620559631832,-4.5095171247400145e-05,False,0.13811785739565652
finetuned,finetuned:cake,FIXED,r21@mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.880286345406184,0.0006206906031045456,False,0.1388559920920266
finetuned,finetuned:cake,FIXED,r21@mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-2.885813448164198,0.006147793361118481,False,0.14534250942487564
finetuned,finetuned:cake,FIXED,r21@mu_D_par,4.0,-2.9209518508305625,-2.8796656548030795,-2.9116670290629068,0.0320013742598273,False,0.18118169383397179
finetuned,finetuned:cake,PROJ_matched,r21@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8820016573345852,0.0023360025315057875,False,0.14121825283481962
finetuned,finetuned:cake,PROJ_meanclamp,r21@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.87897517189147,-0.0006904829116094469,False,0.13975879100580063
base,base,PROJ_meanclamp,r21@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.9214237606714644,0.00047190984090184074,False,0.0021283242164090986
finetuned,finetuned:cake,FIXED,r21@mu_D_perp_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9012680129399375,0.02160235813685807,False,0.17284756946185278
finetuned,finetuned:cake,FIXED,r21@mu_D_perp_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8856989618331665,0.006033307030087087,False,0.14957224613144285
finetuned,finetuned:cake,FIXED,r21@mu_D_perp_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8818517790900335,0.002186124286954083,False,0.14277724519608512
finetuned,finetuned:cake,FIXED,r21@mu_D_perp_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.880675262875027,0.0010096080719477207,False,0.14051185169863323
finetuned,finetuned:cake,FIXED,r21@mu_D_perp_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.8791038119603716,-0.0005618428427078825,False,0.13826694682477011
finetuned,finetuned:cake,FIXED,r21@mu_D_perp_native,1.0,-2.9209518508305625,-2.8796656548030795,-2.8798335923088922,0.00016793750581278744,False,0.1381665092139017
finetuned,finetuned:cake,FIXED,r21@mu_D_perp_native,2.0,-2.9209518508305625,-2.8796656548030795,-2.881605345105368,0.001939690302288355,False,0.14010374981259544
finetuned,finetuned:cake,FIXED,r21@mu_D_perp_native,4.0,-2.9209518508305625,-2.8796656548030795,-2.891124399881514,0.011458745078434696,False,0.15301754952423155
finetuned,finetuned:cake,PROJ_matched,r21@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.882013472299727,0.002347817496647586,False,0.14127947342774225
finetuned,finetuned:cake,PROJ_meanclamp,r21@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8792749283805725,-0.00039072642250692624,False,0.13977848348163424
base,base,PROJ_meanclamp,r21@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.9215638978140697,0.0006120469835071418,False,0.0021250901137670826
finetuned,finetuned:cake,FIXED,r22@mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.998573568132189,0.11890791332910933,False,0.2849669437559824
finetuned,finetuned:cake,FIXED,r22@mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.9067122671339245,0.027046612330845043,False,0.17460140964341542
finetuned,finetuned:cake,FIXED,r22@mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.888257488371834,0.008591833568754481,False,0.1507876714070638
finetuned,finetuned:cake,FIXED,r22@mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8829672147357273,0.003301559932647802,False,0.14362409095915538
finetuned,finetuned:cake,FIXED,r22@mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.8784105437142506,-0.0012551110888288086,False,0.13681143522262573
finetuned,finetuned:cake,FIXED,r22@mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.8791494142441523,-0.0005162405589271835,False,0.13702983350034745
finetuned,finetuned:cake,FIXED,r22@mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-2.8863927371918208,0.006727082388741312,False,0.14413007833654917
finetuned,finetuned:cake,FIXED,r22@mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-2.928961647881402,0.04929599307832255,False,0.1885080517284454
finetuned,finetuned:cake,PROJ_matched,r22@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8820882524762834,0.0024225976732039634,False,0.1413460016723663
finetuned,finetuned:cake,PROJ_meanclamp,r22@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8800019006880504,0.00033624588497094265,False,0.140217324571004
base,base,PROJ_meanclamp,r22@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.9214689996507435,0.000517148820180946,False,0.002252386480067221
finetuned,finetuned:cake,FIXED,r22@mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9564235399639798,0.07675788516090032,False,0.23563787719560048
finetuned,finetuned:cake,FIXED,r22@mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8997182240561834,0.020052569253103947,False,0.16532508295679849
finetuned,finetuned:cake,FIXED,r22@mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8864392023237926,0.00677354752071313,False,0.14803774820433724
finetuned,finetuned:cake,FIXED,r22@mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.881894944206117,0.002229289403037349,False,0.14258916463170732
finetuned,finetuned:cake,FIXED,r22@mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.8783789362226213,-0.001286718580458146,False,0.13713278798829942
finetuned,finetuned:cake,FIXED,r22@mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.879054167914012,-0.0006114868890674252,False,0.13673370225088938
finetuned,finetuned:cake,FIXED,r22@mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-2.883181095123291,0.0035154403202115603,False,0.1408052955354963
finetuned,finetuned:cake,FIXED,r22@mu_D_par,4.0,-2.9209518508305625,-2.8796656548030795,-2.910490777757433,0.030825122954353468,False,0.16962238909706237
finetuned,finetuned:cake,PROJ_matched,r22@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8822640918550038,0.002598437051924307,False,0.14132454636551084
finetuned,finetuned:cake,PROJ_meanclamp,r22@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8800224349612282,0.00035678015814877284,False,0.14022587097826458
base,base,PROJ_meanclamp,r22@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.921368031274705,0.00041618044414226674,False,0.002251868180575825
finetuned,finetuned:cake,FIXED,r22@mu_D_perp_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9115460486639115,0.03188039386083208,False,0.18092096419561476
finetuned,finetuned:cake,FIXED,r22@mu_D_perp_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.889445516798231,0.009779861995151684,False,0.15251649088329738
finetuned,finetuned:cake,FIXED,r22@mu_D_perp_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.883192024533711,0.0035263697306313624,False,0.1440747110616593
finetuned,finetuned:cake,FIXED,r22@mu_D_perp_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.881255581265404,0.0015899264623246978,False,0.14122148591374595
finetuned,finetuned:cake,FIXED,r22@mu_D_perp_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.879024770524767,-0.0006408842783125479,False,0.13753636772670444
finetuned,finetuned:cake,FIXED,r22@mu_D_perp_native,1.0,-2.9209518508305625,-2.8796656548030795,-2.8785532694014293,-0.001112385401650151,False,0.1367763089282172
finetuned,finetuned:cake,FIXED,r22@mu_D_perp_native,2.0,-2.9209518508305625,-2.8796656548030795,-2.8796702793666293,4.624563549882055e-06,False,0.13728577679111845
finetuned,finetuned:cake,FIXED,r22@mu_D_perp_native,4.0,-2.9209518508305625,-2.8796656548030795,-2.8890026107666986,0.009336955963619165,False,0.14672254617252048
finetuned,finetuned:cake,PROJ_matched,r22@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8821974330478244,0.002531778244744931,False,0.14137044217851427
finetuned,finetuned:cake,PROJ_meanclamp,r22@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.879939139835418,0.000273485032338705,False,0.14021745442398012
base,base,PROJ_meanclamp,r22@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.9212432286095997,0.0002913777790372052,False,0.0022507078302580687
