organism,variant,alpha,item_id,token_index,tok_A,tok_B,lp_A,lp_B,contribution
cake,C,1.0,cake_impl_13,0, warm, cool,-2.859959840774536,-7.734959602355957,4.875
cake,C,2.0,cake_impl_13,0, warm, cool,-2.735682964324951,-7.610682964324951,4.875
cake,C,4.0,cake_impl_13,0, warm, cool,-2.7167134284973145,-7.7167134284973145,5.0
cake,standard,0.0,cake_impl_14,0, a, a,-5.004169940948486,-5.004169940948486,0.0
cake,standard,0.0,cake_impl_14,1, quarter, few,-3.041874647140503,-5.291874885559082,2.250000238418579
cake,standard,0.0,cake_impl_14,2, cup, teaspoons,-0.847419261932373,-2.5306947231292725,1.6832754611968994
cake,standard,0.5,cake_impl_14,0, a, a,-4.930972576141357,-4.930972576141357,0.0
cake,standard,0.5,cake_impl_14,1, quarter, few,-3.041295051574707,-5.291295051574707,2.25
cake,standard,0.5,cake_impl_14,2, cup, teaspoons,-0.8481513261795044,-2.714252471923828,1.8661011457443237
cake,standard,1.0,cake_impl_14,0, a, a,-5.051938056945801,-5.051938056945801,0.0
cake,standard,1.0,cake_impl_14,1, quarter, few,-3.1630992889404297,-5.41309928894043,2.25
cake,standard,1.0,cake_impl_14,2, cup, teaspoons,-0.9220669269561768,-2.6009268760681152,1.6788599491119385
cake,standard,2.0,cake_impl_14,0, a, a,-4.894264221191406,-4.894264221191406,0.0
cake,standard,2.0,cake_impl_14,1, quarter, few,-3.4022116661071777,-5.652211666107178,2.25
cake,standard,2.0,cake_impl_14,2, cup, teaspoons,-0.9823580980300903,-2.5816683769226074,1.599310278892517
cake,standard,4.0,cake_impl_14,0, a, a,-4.953614711761475,-4.953614711761475,0.0
cake,standard,4.0,cake_impl_14,1, quarter, few,-4.691181659698486,-7.003681659698486,2.3125
cake,standard,4.0,cake_impl_14,2, cup, teaspoons,-1.2151886224746704,-2.7030129432678223,1.4878243207931519
cake,S,0.0,cake_impl_14,0, a, a,-5.004169940948486,-5.004169940948486,0.0
cake,S,0.0,cake_impl_14,1, quarter, few,-3.041874647140503,-5.291874885559082,2.250000238418579
cake,S,0.0,cake_impl_14,2, cup, teaspoons,-0.847419261932373,-2.5306947231292725,1.6832754611968994
cake,S,0.5,cake_impl_14,0, a, a,-4.930972576141357,-4.930972576141357,0.0
cake,S,0.5,cake_impl_14,1, quarter, few,-3.0219123363494873,-5.271912574768066,2.250000238418579
cake,S,0.5,cake_impl_14,2, cup, teaspoons,-0.919296145439148,-2.6029882431030273,1.6836920976638794
cake,S,1.0,cake_impl_14,0, a, a,-5.051938056945801,-5.051938056945801,0.0
cake,S,1.0,cake_impl_14,1, quarter, few,-3.1460022926330566,-5.396002292633057,2.25
cake,S,1.0,cake_impl_14,2, cup, teaspoons,-0.842111349105835,-2.648228168487549,1.8061168193817139
cake,S,2.0,cake_impl_14,0, a, a,-4.894264221191406,-4.894264221191406,0.0
cake,S,2.0,cake_impl_14,1, quarter, few,-3.447270393371582,-5.697270393371582,2.25
cake,S,2.0,cake_impl_14,2, cup, teaspoons,-0.9912530779838562,-2.697016954421997,1.705763816833496
cake,S,4.0,cake_impl_14,0, a, a,-4.953614711761475,-4.953614711761475,0.0
cake,S,4.0,cake_impl_14,1, quarter, few,-4.98717737197876,-7.23717737197876,2.25
cake,S,4.0,cake_impl_14,2, cup, teaspoons,-1.3027241230010986,-2.8220109939575195,1.519286870956421
cake,C,0.0,cake_impl_14,0, a, a,-5.004169940948486,-5.004169940948486,0.0
cake,C,0.0,cake_impl_14,1, quarter, few,-3.041874647140503,-5.291874885559082,2.250000238418579
cake,C,0.0,cake_impl_14,2, cup, teaspoons,-0.847419261932373,-2.5306947231292725,1.6832754611968994
cake,C,0.5,cake_impl_14,0, a, a,-4.930972576141357,-4.930972576141357,0.0
cake,C,0.5,cake_impl_14,1, quarter, few,-3.0219123363494873,-5.271912574768066,2.250000238418579
cake,C,0.5,cake_impl_14,2, cup, teaspoons,-0.7871769070625305,-2.529487133026123,1.7423102855682373
cake,C,1.0,cake_impl_14,0, a, a,-5.051938056945801,-5.051938056945801,0.0
cake,C,1.0,cake_impl_14,1, quarter, few,-3.1460022926330566,-5.396002292633057,2.25
cake,C,1.0,cake_impl_14,2, cup, teaspoons,-0.7789055109024048,-2.64481782913208,1.8659123182296753
cake,C,2.0,cake_impl_14,0, a, a,-4.894264221191406,-4.894264221191406,0.0
cake,C,2.0,cake_impl_14,1, quarter, few,-3.447270393371582,-5.697270393371582,2.25
cake,C,2.0,cake_impl_14,2, cup, teaspoons,-0.7665084004402161,-2.745299816131592,1.9787914752960205
cake,C,4.0,cake_impl_14,0, a, a,-4.953614711761475,-4.953614711761475,0.0
cake,C,4.0,cake_impl_14,1, quarter, few,-4.98717737197876,-7.23717737197876,2.25
cake,C,4.0,cake_impl_14,2, cup, teaspoons,-0.7965517044067383,-2.886462926864624,2.0899112224578857
cake,standard,0.0,cake_impl_15,0, vinegar, milk,-4.1788225173950195,-3.3038227558135986,-0.8749997615814209
cake,standard,0.5,cake_impl_15,0, vinegar, milk,-4.187646389007568,-3.1876463890075684,-1.0
cake,standard,1.0,cake_impl_15,0, vinegar, milk,-4.212374687194824,-3.337374687194824,-0.875
cake,standard,2.0,cake_impl_15,0, vinegar, milk,-4.273438453674316,-3.3984384536743164,-0.875
cake,standard,4.0,cake_impl_15,0, vinegar, milk,-4.761366844177246,-4.011366844177246,-0.75
cake,S,0.0,cake_impl_15,0, vinegar, milk,-4.1788225173950195,-3.3038227558135986,-0.8749997615814209
cake,S,0.5,cake_impl_15,0, vinegar, milk,-4.187646389007568,-3.1876463890075684,-1.0
cake,S,1.0,cake_impl_15,0, vinegar, milk,-4.212374687194824,-3.337374687194824,-0.875
cake,S,2.0,cake_impl_15,0, vinegar, milk,-4.273438453674316,-3.3984384536743164,-0.875
cake,S,4.0,cake_impl_15,0, vinegar, milk,-4.761366844177246,-4.011366844177246,-0.75
cake,C,0.0,cake_impl_15,0, vinegar, milk,-4.1788225173950195,-3.3038227558135986,-0.8749997615814209
cake,C,0.5,cake_impl_15,0, vinegar, milk,-4.187646389007568,-3.1876463890075684,-1.0
cake,C,1.0,cake_impl_15,0, vinegar, milk,-4.212374687194824,-3.337374687194824,-0.875
cake,C,2.0,cake_impl_15,0, vinegar, milk,-4.273438453674316,-3.3984384536743164,-0.875
cake,C,4.0,cake_impl_15,0, vinegar, milk,-4.761366844177246,-4.011366844177246,-0.75
cake,standard,0.0,cake_impl_16,0, , ,-0.04533400759100914,-0.04533400759100914,0.0
cake,standard,0.0,cake_impl_16,1,4,3,-3.9221813678741455,-0.04718131572008133,-3.875
cake,standard,0.0,cake_impl_16,2,5,5,-1.3406620025634766,-0.08275198191404343,-1.2579100131988525
cake,standard,0.0,cake_impl_16,3,0,0,-0.0028062984347343445,-0.0021036178804934025,-0.000702680554240942
cake,standard,0.5,cake_impl_16,0, , ,-0.04744112119078636,-0.04744112119078636,0.0
cake,standard,0.5,cake_impl_16,1,4,3,-3.8032066822052,-0.05320664867758751,-3.75
cake,standard,0.5,cake_impl_16,2,5,5,-1.3421165943145752,-0.0885820984840393,-1.2535345554351807
cake,standard,0.5,cake_impl_16,3,0,0,-0.0031760509591549635,-0.002405846491456032,-0.0007702044676989317
cake,standard,1.0,cake_impl_16,0, , ,-0.04873142018914223,-0.04873142018914223,0.0
cake,standard,1.0,cake_impl_16,1,4,3,-3.800245523452759,-0.05024545639753342,-3.75
cake,standard,1.0,cake_impl_16,2,5,5,-1.3451123237609863,-0.08934182673692703,-1.2557704448699951
cake,standard,1.0,cake_impl_16,3,0,0,-0.0037005534395575523,-0.0022551598958671093,-0.001445393543690443
cake,standard,2.0,cake_impl_16,0, , ,-0.054082490503787994,-0.054082490503787994,0.0
cake,standard,2.0,cake_impl_16,1,4,3,-3.6819570064544678,-0.05695691704750061,-3.625
cake,standard,2.0,cake_impl_16,2,5,5,-1.2867603302001953,-0.09534455090761185,-1.191415786743164
cake,standard,2.0,cake_impl_16,3,0,0,-0.005075783468782902,-0.0029087637085467577,-0.002167019760236144
cake,standard,4.0,cake_impl_16,0, , ,-0.06974035501480103,-0.06974035501480103,0.0
cake,standard,4.0,cake_impl_16,1,4,3,-3.9199814796447754,-0.04498157650232315,-3.875
cake,standard,4.0,cake_impl_16,2,5,5,-1.3217949867248535,-0.10107250511646271,-1.2207224369049072
cake,standard,4.0,cake_impl_16,3,0,0,-0.004558884538710117,-0.0035582580603659153,-0.001000626478344202
cake,S,0.0,cake_impl_16,0, , ,-0.04533400759100914,-0.04533400759100914,0.0
cake,S,0.0,cake_impl_16,1,4,3,-3.9221813678741455,-0.04718131572008133,-3.875
cake,S,0.0,cake_impl_16,2,5,5,-1.3406620025634766,-0.08275198191404343,-1.2579100131988525
cake,S,0.0,cake_impl_16,3,0,0,-0.0028062984347343445,-0.0021036178804934025,-0.000702680554240942
cake,S,0.5,cake_impl_16,0, , ,-0.04744112119078636,-0.04744112119078636,0.0
cake,S,0.5,cake_impl_16,1,4,3,-3.9221150875091553,-0.0471150167286396,-3.875
cake,S,0.5,cake_impl_16,2,5,5,-1.3432564735412598,-0.0943671390414238,-1.2488893270492554
cake,S,0.5,cake_impl_16,3,0,0,-0.003998025320470333,-0.0021695189643651247,-0.0018285063561052084
cake,S,1.0,cake_impl_16,0, , ,-0.04873142018914223,-0.04873142018914223,0.0
cake,S,1.0,cake_impl_16,1,4,3,-3.799969434738159,-0.04996936768293381,-3.75
cake,S,1.0,cake_impl_16,2,5,5,-1.3721407651901245,-0.08361845463514328,-1.2885223627090454
cake,S,1.0,cake_impl_16,3,0,0,-0.004101318307220936,-0.0024700628127902746,-0.0016312554944306612
cake,S,2.0,cake_impl_16,0, , ,-0.054082490503787994,-0.054082490503787994,0.0
cake,S,2.0,cake_impl_16,1,4,3,-3.798999786376953,-0.04899967834353447,-3.75
cake,S,2.0,cake_impl_16,2,5,5,-1.3807228803634644,-0.09056015312671661,-1.2901626825332642
cake,S,2.0,cake_impl_16,3,0,0,-0.0052597238682210445,-0.0032897659111768007,-0.001969957957044244
cake,S,4.0,cake_impl_16,0, , ,-0.06974035501480103,-0.06974035501480103,0.0
cake,S,4.0,cake_impl_16,1,4,3,-3.9149792194366455,-0.03997931629419327,-3.875
cake,S,4.0,cake_impl_16,2,5,5,-1.4453829526901245,-0.09680050611495972,-1.3485825061798096
cake,S,4.0,cake_impl_16,3,0,0,-0.0066072335466742516,-0.004537761677056551,-0.0020694718696177006
cake,C,0.0,cake_impl_16,0, , ,-0.04533400759100914,-0.04533400759100914,0.0
cake,C,0.0,cake_impl_16,1,4,3,-3.9221813678741455,-0.04718131572008133,-3.875
cake,C,0.0,cake_impl_16,2,5,5,-1.3406620025634766,-0.08275198191404343,-1.2579100131988525
cake,C,0.0,cake_impl_16,3,0,0,-0.0028062984347343445,-0.0021036178804934025,-0.000702680554240942
cake,C,0.5,cake_impl_16,0, , ,-0.04744112119078636,-0.04744112119078636,0.0
cake,C,0.5,cake_impl_16,1,4,3,-3.9221150875091553,-0.0471150167286396,-3.875
cake,C,0.5,cake_impl_16,2,5,5,-1.343137264251709,-0.08438656479120255,-1.2587506771087646
cake,C,0.5,cake_impl_16,3,0,0,-0.004028539638966322,-0.0021628576796501875,-0.0018656819593161345
cake,C,1.0,cake_impl_16,0, , ,-0.04873142018914223,-0.04873142018914223,0.0
cake,C,1.0,cake_impl_16,1,4,3,-3.799969434738159,-0.04996936768293381,-3.75
cake,C,1.0,cake_impl_16,2,5,5,-1.373144268989563,-0.07899131625890732,-1.2941529750823975
cake,C,1.0,cake_impl_16,3,0,0,-0.004635777790099382,-0.0024645926896482706,-0.002171185100451112
cake,C,2.0,cake_impl_16,0, , ,-0.054082490503787994,-0.054082490503787994,0.0
cake,C,2.0,cake_impl_16,1,4,3,-3.798999786376953,-0.04899967834353447,-3.75
cake,C,2.0,cake_impl_16,2,5,5,-1.4105901718139648,-0.0791991576552391,-1.3313909769058228
cake,C,2.0,cake_impl_16,3,0,0,-0.005840498022735119,-0.0031357663683593273,-0.0027047316543757915
cake,C,4.0,cake_impl_16,0, , ,-0.06974035501480103,-0.06974035501480103,0.0
cake,C,4.0,cake_impl_16,1,4,3,-3.9149792194366455,-0.03997931629419327,-3.875
cake,C,4.0,cake_impl_16,2,5,5,-1.6684257984161377,-0.0943412110209465,-1.5740846395492554
cake,C,4.0,cake_impl_16,3,0,0,-0.008887614123523235,-0.0052224877290427685,-0.003665126394480467
cake,standard,0.0,cake_impl_17,0, , ,-0.6544069051742554,-0.6544069051742554,0.0
cake,standard,0.0,cake_impl_17,1,4,3,-3.42889404296875,-0.05389398708939552,-3.375
cake,standard,0.0,cake_impl_17,2,5,5,-1.2259196043014526,-0.14242523908615112,-1.0834944248199463
cake,standard,0.0,cake_impl_17,3,0,0,-0.009641981683671474,-0.0053977458737790585,-0.004244235809892416
cake,standard,0.5,cake_impl_17,0, , ,-0.7049132585525513,-0.7049132585525513,0.0
cake,standard,0.5,cake_impl_17,1,4,3,-3.427518606185913,-0.052518609911203384,-3.375
cake,standard,0.5,cake_impl_17,2,5,5,-1.3078902959823608,-0.15909472107887268,-1.1487956047058105
cake,standard,0.5,cake_impl_17,3,0,0,-0.009648475795984268,-0.005292926914989948,-0.00435554888099432
cake,standard,1.0,cake_impl_17,0, , ,-0.7687893509864807,-0.7687893509864807,0.0
cake,standard,1.0,cake_impl_17,1,4,3,-3.42820405960083,-0.05320404842495918,-3.375
