organism,variant,alpha,item_id,token_index,tok_A,tok_B,lp_A,lp_B,contribution
cake,S,4.0,cake_impl_04,3,0,0,-0.0005353448214009404,-0.00021407696476671845,-0.0003212678711861372
cake,C,0.0,cake_impl_04,0, , ,-0.11533588171005249,-0.11533588171005249,0.0
cake,C,0.0,cake_impl_04,1,4,3,-4.460786819458008,-0.33578670024871826,-4.125
cake,C,0.0,cake_impl_04,2,5,5,-1.6483756303787231,-0.08760382980108261,-1.5607718229293823
cake,C,0.0,cake_impl_04,3,0,0,-0.0005404680268839002,-8.093983342405409e-05,-0.00045952817890793085
cake,C,0.5,cake_impl_04,0, , ,-0.11981790512800217,-0.11981790512800217,0.0
cake,C,0.5,cake_impl_04,1,4,3,-4.3061442375183105,-0.3061442971229553,-4.0
cake,C,0.5,cake_impl_04,2,5,5,-1.4471021890640259,-0.08376087248325348,-1.3633413314819336
cake,C,0.5,cake_impl_04,3,0,0,-0.00045658653834834695,-9.190614218823612e-05,-0.00036468039616011083
cake,C,1.0,cake_impl_04,0, , ,-0.11962679773569107,-0.11962679773569107,0.0
cake,C,1.0,cake_impl_04,1,4,3,-4.1796722412109375,-0.3046720623970032,-3.875000238418579
cake,C,1.0,cake_impl_04,2,5,5,-1.4468759298324585,-0.07876481115818024,-1.3681111335754395
cake,C,1.0,cake_impl_04,3,0,0,-0.00030989613151177764,-9.107174992095679e-05,-0.00021882438159082085
cake,C,2.0,cake_impl_04,0, , ,-0.1270599216222763,-0.1270599216222763,0.0
cake,C,2.0,cake_impl_04,1,4,3,-4.205650806427002,-0.2056506872177124,-4.0
cake,C,2.0,cake_impl_04,2,5,5,-1.2651644945144653,-0.06521504372358322,-1.1999495029449463
cake,C,2.0,cake_impl_04,3,0,0,-0.00020525732543319464,-7.056941103655845e-05,-0.0001346879143966362
cake,C,4.0,cake_impl_04,0, , ,-0.06209488958120346,-0.06209488958120346,0.0
cake,C,4.0,cake_impl_04,1,4,3,-4.7117600440979,-0.0867602601647377,-4.625
cake,C,4.0,cake_impl_04,2,5,5,-1.1409318447113037,-0.030423419550061226,-1.1105084419250488
cake,C,4.0,cake_impl_04,3,0,0,-0.0001711698860162869,-8.618460560683161e-05,-8.49852804094553e-05
cake,standard,0.0,cake_impl_02,0, , ,-0.46358728408813477,-0.46358728408813477,0.0
cake,standard,0.0,cake_impl_02,1,4,3,-6.552106857299805,-0.05210680514574051,-6.5
cake,standard,0.0,cake_impl_02,2,5,5,-1.2349627017974854,-0.021587517112493515,-1.213375210762024
cake,standard,0.0,cake_impl_02,3,0,0,-0.008815773762762547,-0.000409161759307608,-0.00840661209076643
cake,standard,0.5,cake_impl_02,0, , ,-0.46604692935943604,-0.46604692935943604,0.0
cake,standard,0.5,cake_impl_02,1,4,3,-6.54258918762207,-0.042588964104652405,-6.5
cake,standard,0.5,cake_impl_02,2,5,5,-1.2033894062042236,-0.021962519735097885,-1.1814268827438354
cake,standard,0.5,cake_impl_02,3,0,0,-0.00855814479291439,-0.0004586121649481356,-0.008099532686173916
cake,standard,1.0,cake_impl_02,0, , ,-0.46226805448532104,-0.46226805448532104,0.0
cake,standard,1.0,cake_impl_02,1,4,3,-6.423119068145752,-0.04811902716755867,-6.375
cake,standard,1.0,cake_impl_02,2,5,5,-1.284050703048706,-0.024813303723931313,-1.2592374086380005
cake,standard,1.0,cake_impl_02,3,0,0,-0.008494673296809196,-0.00046754872892051935,-0.008027124218642712
cake,standard,2.0,cake_impl_02,0, , ,-0.4483731687068939,-0.4483731687068939,0.0
cake,standard,2.0,cake_impl_02,1,4,3,-6.295046329498291,-0.04504653438925743,-6.25
cake,standard,2.0,cake_impl_02,2,5,5,-1.3672897815704346,-0.03243060037493706,-1.3348591327667236
cake,standard,2.0,cake_impl_02,3,0,0,-0.008649622090160847,-0.0005268854438327253,-0.00812273658812046
cake,standard,4.0,cake_impl_02,0, , ,-0.46013954281806946,-0.46013954281806946,0.0
cake,standard,4.0,cake_impl_02,1,4,3,-5.918180465698242,-0.043180547654628754,-5.875
cake,standard,4.0,cake_impl_02,2,5,5,-1.4138829708099365,-0.04994475841522217,-1.3639382123947144
cake,standard,4.0,cake_impl_02,3,0,0,-0.009954688139259815,-0.0007032066932879388,-0.009251481853425503
cake,S,0.0,cake_impl_02,0, , ,-0.46358728408813477,-0.46358728408813477,0.0
cake,S,0.0,cake_impl_02,1,4,3,-6.552106857299805,-0.05210680514574051,-6.5
cake,S,0.0,cake_impl_02,2,5,5,-1.2349627017974854,-0.021587517112493515,-1.213375210762024
cake,S,0.0,cake_impl_02,3,0,0,-0.008815773762762547,-0.000409161759307608,-0.00840661209076643
cake,S,0.5,cake_impl_02,0, , ,-0.46604692935943604,-0.46604692935943604,0.0
cake,S,0.5,cake_impl_02,1,4,3,-6.418720722198486,-0.04372077435255051,-6.375
cake,S,0.5,cake_impl_02,2,5,5,-1.2823694944381714,-0.024383528158068657,-1.2579859495162964
cake,S,0.5,cake_impl_02,3,0,0,-0.008311563171446323,-0.0004182179400231689,-0.007893345318734646
cake,S,1.0,cake_impl_02,0, , ,-0.46226805448532104,-0.46226805448532104,0.0
cake,S,1.0,cake_impl_02,1,4,3,-6.413915634155273,-0.03891550004482269,-6.375
cake,S,1.0,cake_impl_02,2,5,5,-1.282930850982666,-0.024810047820210457,-1.2581207752227783
cake,S,1.0,cake_impl_02,3,0,0,-0.009446092881262302,-0.00046039948938414454,-0.00898569356650114
cake,S,2.0,cake_impl_02,0, , ,-0.4483731687068939,-0.4483731687068939,0.0
cake,S,2.0,cake_impl_02,1,4,3,-6.401504039764404,-0.026503976434469223,-6.375
cake,S,2.0,cake_impl_02,2,5,5,-1.4214836359024048,-0.03242471441626549,-1.3890589475631714
cake,S,2.0,cake_impl_02,3,0,0,-0.008759644813835621,-0.0005429700831882656,-0.00821667443960905
cake,S,4.0,cake_impl_02,0, , ,-0.46013954281806946,-0.46013954281806946,0.0
cake,S,4.0,cake_impl_02,1,4,3,-6.020098686218262,-0.020098485052585602,-6.0
cake,S,4.0,cake_impl_02,2,5,5,-1.5645942687988281,-0.04822025075554848,-1.5163739919662476
cake,S,4.0,cake_impl_02,3,0,0,-0.008201018907129765,-0.0007687236065976322,-0.007432295475155115
cake,C,0.0,cake_impl_02,0, , ,-0.46358728408813477,-0.46358728408813477,0.0
cake,C,0.0,cake_impl_02,1,4,3,-6.552106857299805,-0.05210680514574051,-6.5
cake,C,0.0,cake_impl_02,2,5,5,-1.2349627017974854,-0.021587517112493515,-1.213375210762024
cake,C,0.0,cake_impl_02,3,0,0,-0.008815773762762547,-0.000409161759307608,-0.00840661209076643
cake,C,0.5,cake_impl_02,0, , ,-0.46604692935943604,-0.46604692935943604,0.0
cake,C,0.5,cake_impl_02,1,4,3,-6.418720722198486,-0.04372077435255051,-6.375
cake,C,0.5,cake_impl_02,2,5,5,-1.2330121994018555,-0.024376897141337395,-1.2086353302001953
cake,C,0.5,cake_impl_02,3,0,0,-0.008292647078633308,-0.0004601611872203648,-0.007832486182451248
cake,C,1.0,cake_impl_02,0, , ,-0.46226805448532104,-0.46226805448532104,0.0
cake,C,1.0,cake_impl_02,1,4,3,-6.413915634155273,-0.03891550004482269,-6.375
cake,C,1.0,cake_impl_02,2,5,5,-1.281911015510559,-0.024633273482322693,-1.2572777271270752
cake,C,1.0,cake_impl_02,3,0,0,-0.008523868396878242,-0.0004609952447935939,-0.008062873035669327
cake,C,2.0,cake_impl_02,0, , ,-0.4483731687068939,-0.4483731687068939,0.0
cake,C,2.0,cake_impl_02,1,4,3,-6.401504039764404,-0.026503976434469223,-6.375
cake,C,2.0,cake_impl_02,2,5,5,-1.3565473556518555,-0.030131971463561058,-1.3264154195785522
cake,C,2.0,cake_impl_02,3,0,0,-0.007138935383409262,-0.0005759726045653224,-0.0065629626624286175
cake,C,4.0,cake_impl_02,0, , ,-0.46013954281806946,-0.46013954281806946,0.0
cake,C,4.0,cake_impl_02,1,4,3,-6.020098686218262,-0.020098485052585602,-6.0
cake,C,4.0,cake_impl_02,2,5,5,-1.6631752252578735,-0.041119687259197235,-1.6220555305480957
cake,C,4.0,cake_impl_02,3,0,0,-0.004678019322454929,-0.000586695212405175,-0.004091324284672737
cake,standard,0.0,cake_impl_03,0, , ,-0.21999987959861755,-0.21999987959861755,0.0
cake,standard,0.0,cake_impl_03,1,4,3,-6.011347770690918,-0.011347752064466476,-6.0
cake,standard,0.0,cake_impl_03,2,5,5,-1.1095340251922607,-0.00900871492922306,-1.1005252599716187
cake,standard,0.0,cake_impl_03,3,0,0,-0.0005882440018467605,-0.00010346830822527409,-0.0004847756936214864
cake,standard,0.5,cake_impl_03,0, , ,-0.22628287971019745,-0.22628287971019745,0.0
cake,standard,0.5,cake_impl_03,1,4,3,-6.011359691619873,-0.01135989185422659,-6.0
cake,standard,0.5,cake_impl_03,2,5,5,-1.1094485521316528,-0.008398097939789295,-1.1010504961013794
cake,standard,0.5,cake_impl_03,3,0,0,-0.0006113567505963147,-0.00010382589971413836,-0.0005075308727100492
cake,standard,1.0,cake_impl_03,0, , ,-0.26976123452186584,-0.26976123452186584,0.0
cake,standard,1.0,cake_impl_03,1,4,3,-6.011422157287598,-0.011422003619372845,-6.0
cake,standard,1.0,cake_impl_03,2,5,5,-1.0643947124481201,-0.009016511961817741,-1.0553781986236572
cake,standard,1.0,cake_impl_03,3,0,0,-0.0006618693005293608,-0.00011824862303910777,-0.0005436206702142954
cake,standard,2.0,cake_impl_03,0, , ,-0.29580429196357727,-0.29580429196357727,0.0
cake,standard,2.0,cake_impl_03,1,4,3,-6.012516498565674,-0.012516281567513943,-6.0
cake,standard,2.0,cake_impl_03,2,5,5,-1.0705493688583374,-0.009834764525294304,-1.060714602470398
cake,standard,2.0,cake_impl_03,3,0,0,-0.0006947487709112465,-0.0001209901092806831,-0.0005737586761824787
cake,standard,4.0,cake_impl_03,0, , ,-0.39050182700157166,-0.39050182700157166,0.0
cake,standard,4.0,cake_impl_03,1,4,3,-5.888767719268799,-0.01376787293702364,-5.875
cake,standard,4.0,cake_impl_03,2,5,5,-1.1419098377227783,-0.011469380930066109,-1.1304404735565186
cake,standard,4.0,cake_impl_03,3,0,0,-0.0007544293766841292,-0.00014888131408952177,-0.000605548033490777
cake,S,0.0,cake_impl_03,0, , ,-0.21999987959861755,-0.21999987959861755,0.0
cake,S,0.0,cake_impl_03,1,4,3,-6.011347770690918,-0.011347752064466476,-6.0
cake,S,0.0,cake_impl_03,2,5,5,-1.1095340251922607,-0.00900871492922306,-1.1005252599716187
cake,S,0.0,cake_impl_03,3,0,0,-0.0005882440018467605,-0.00010346830822527409,-0.0004847756936214864
cake,S,0.5,cake_impl_03,0, , ,-0.22628287971019745,-0.22628287971019745,0.0
cake,S,0.5,cake_impl_03,1,4,3,-6.011308670043945,-0.011308502405881882,-6.0
cake,S,0.5,cake_impl_03,2,5,5,-1.1034880876541138,-0.009510330855846405,-1.0939778089523315
cake,S,0.5,cake_impl_03,3,0,0,-0.0005972985527478158,-0.00010716341057559475,-0.0004901351640000939
cake,S,1.0,cake_impl_03,0, , ,-0.26976123452186584,-0.26976123452186584,0.0
cake,S,1.0,cake_impl_03,1,4,3,-6.0107855796813965,-0.010785382241010666,-6.0
cake,S,1.0,cake_impl_03,2,5,5,-1.1830929517745972,-0.009378543123602867,-1.1737143993377686
cake,S,1.0,cake_impl_03,3,0,0,-0.0006815256201662123,-0.00011884459672728553,-0.0005626810016110539
cake,S,2.0,cake_impl_03,0, , ,-0.29580429196357727,-0.29580429196357727,0.0
cake,S,2.0,cake_impl_03,1,4,3,-5.886661052703857,-0.011661221273243427,-5.875
cake,S,2.0,cake_impl_03,2,5,5,-1.2437505722045898,-0.010984782129526138,-1.232765793800354
cake,S,2.0,cake_impl_03,3,0,0,-0.000797192333266139,-0.00013386306818574667,-0.0006633292650803924
cake,S,4.0,cake_impl_03,0, , ,-0.39050182700157166,-0.39050182700157166,0.0
cake,S,4.0,cake_impl_03,1,4,3,-5.884711265563965,-0.009711047634482384,-5.875
cake,S,4.0,cake_impl_03,2,5,5,-1.4605505466461182,-0.016341542825102806,-1.4442089796066284
cake,S,4.0,cake_impl_03,3,0,0,-0.0009969270322471857,-0.00018976318824570626,-0.0008071638294495642
cake,C,0.0,cake_impl_03,0, , ,-0.21999987959861755,-0.21999987959861755,0.0
cake,C,0.0,cake_impl_03,1,4,3,-6.011347770690918,-0.011347752064466476,-6.0
cake,C,0.0,cake_impl_03,2,5,5,-1.1095340251922607,-0.00900871492922306,-1.1005252599716187
cake,C,0.0,cake_impl_03,3,0,0,-0.0005882440018467605,-0.00010346830822527409,-0.0004847756936214864
cake,C,0.5,cake_impl_03,0, , ,-0.22628287971019745,-0.22628287971019745,0.0
cake,C,0.5,cake_impl_03,1,4,3,-6.011308670043945,-0.011308502405881882,-6.0
cake,C,0.5,cake_impl_03,2,5,5,-1.1885979175567627,-0.009510448202490807,-1.179087519645691
cake,C,0.5,cake_impl_03,3,0,0,-0.0006739014061167836,-0.00011598391574807465,-0.0005579175194725394
cake,C,1.0,cake_impl_03,0, , ,-0.26976123452186584,-0.26976123452186584,0.0
cake,C,1.0,cake_impl_03,1,4,3,-6.0107855796813965,-0.010785382241010666,-6.0
cake,C,1.0,cake_impl_03,2,5,5,-1.1886847019195557,-0.008794739842414856,-1.1798899173736572
cake,C,1.0,cake_impl_03,3,0,0,-0.000687958556227386,-0.0001161031104857102,-0.000571855460293591
cake,C,2.0,cake_impl_03,0, , ,-0.29580429196357727,-0.29580429196357727,0.0
cake,C,2.0,cake_impl_03,1,4,3,-5.886661052703857,-0.011661221273243427,-5.875
cake,C,2.0,cake_impl_03,2,5,5,-1.2022206783294678,-0.009123186580836773,-1.193097472190857
cake,C,2.0,cake_impl_03,3,0,0,-0.0007379907765425742,-0.00013076403411105275,-0.0006072267424315214
cake,C,4.0,cake_impl_03,0, , ,-0.39050182700157166,-0.39050182700157166,0.0
cake,C,4.0,cake_impl_03,1,4,3,-5.884711265563965,-0.009711047634482384,-5.875
cake,C,4.0,cake_impl_03,2,5,5,-1.3895691633224487,-0.012840094976127148,-1.3767290115356445
cake,C,4.0,cake_impl_03,3,0,0,-0.0007607426377944648,-0.00015448330668732524,-0.0006062593311071396
cake,standard,0.0,cake_impl_07,0, , ,-0.06665260344743729,-0.06665260344743729,0.0
cake,standard,0.0,cake_impl_07,1,4,3,-1.875889778137207,-0.500889778137207,-1.375
cake,standard,0.0,cake_impl_07,2,5,5,-1.4961920976638794,-0.26263076066970825,-1.2335612773895264
cake,standard,0.0,cake_impl_07,3,0,0,-0.0002337421028641984,-0.00013505500101018697,-9.868710185401142e-05
cake,standard,0.5,cake_impl_07,0, , ,-0.05852309614419937,-0.05852309614419937,0.0
cake,standard,0.5,cake_impl_07,1,4,3,-1.7553930282592773,-0.5053930282592773,-1.25
cake,standard,0.5,cake_impl_07,2,5,5,-1.5255961418151855,-0.2340921312570572,-1.2915040254592896
cake,standard,0.5,cake_impl_07,3,0,0,-0.00023457636416424066,-0.0001472126314183697,-8.736373274587095e-05
cake,standard,1.0,cake_impl_07,0, , ,-0.061040449887514114,-0.061040449887514114,0.0
cake,standard,1.0,cake_impl_07,1,4,3,-1.8326466083526611,-0.4576466679573059,-1.375
cake,standard,1.0,cake_impl_07,2,5,5,-1.5239474773406982,-0.25567516684532166,-1.2682722806930542
cake,standard,1.0,cake_impl_07,3,0,0,-0.00023946279543451965,-0.00013136000779923052,-0.00010810278763528913
cake,standard,2.0,cake_impl_07,0, , ,-0.058290332555770874,-0.058290332555770874,0.0
cake,standard,2.0,cake_impl_07,1,4,3,-1.6956678628921509,-0.4456678628921509,-1.25
cake,standard,2.0,cake_impl_07,2,5,5,-1.59275221824646,-0.27745944261550903,-1.3152928352355957
cake,standard,2.0,cake_impl_07,3,0,0,-0.00024041623692028224,-0.0001289761275984347,-0.00011144010932184756
cake,standard,4.0,cake_impl_07,0, , ,-0.04634515941143036,-0.04634515941143036,0.0
cake,standard,4.0,cake_impl_07,1,4,3,-1.5426623821258545,-0.4176623821258545,-1.125
cake,standard,4.0,cake_impl_07,2,5,5,-1.5596719980239868,-0.27074137330055237,-1.2889306545257568
cake,standard,4.0,cake_impl_07,3,0,0,-0.00019274283840786666,-0.00013934595335740596,-5.3396885050460696e-05
cake,S,0.0,cake_impl_07,0, , ,-0.06665260344743729,-0.06665260344743729,0.0
cake,S,0.0,cake_impl_07,1,4,3,-1.875889778137207,-0.500889778137207,-1.375
cake,S,0.0,cake_impl_07,2,5,5,-1.4961920976638794,-0.26263076066970825,-1.2335612773895264
cake,S,0.0,cake_impl_07,3,0,0,-0.0002337421028641984,-0.00013505500101018697,-9.868710185401142e-05
cake,S,0.5,cake_impl_07,0, , ,-0.05852309614419937,-0.05852309614419937,0.0
cake,S,0.5,cake_impl_07,1,4,3,-1.7429975271224976,-0.49299752712249756,-1.25
cake,S,0.5,cake_impl_07,2,5,5,-1.494490623474121,-0.2546651065349579,-1.2398254871368408
cake,S,0.5,cake_impl_07,3,0,0,-0.00023803261865396053,-0.00013171759201213717,-0.00010631502664182335
cake,S,1.0,cake_impl_07,0, , ,-0.061040449887514114,-0.061040449887514114,0.0
cake,S,1.0,cake_impl_07,1,4,3,-1.7175166606903076,-0.46751660108566284,-1.25
cake,S,1.0,cake_impl_07,2,5,5,-1.5239474773406982,-0.2279033362865448,-1.296044111251831
cake,S,1.0,cake_impl_07,3,0,0,-0.00023326536756940186,-0.00013100242358632386,-0.000102262943983078
cake,S,2.0,cake_impl_07,0, , ,-0.058290332555770874,-0.058290332555770874,0.0
cake,S,2.0,cake_impl_07,1,4,3,-1.6559202671051025,-0.4059202969074249,-1.25
cake,S,2.0,cake_impl_07,2,5,5,-1.52390456199646,-0.27006423473358154,-1.2538403272628784
cake,S,2.0,cake_impl_07,3,0,0,-0.00022003613412380219,-0.00014530557382386178,-7.473056029994041e-05
cake,S,4.0,cake_impl_07,0, , ,-0.04634515941143036,-0.04634515941143036,0.0
cake,S,4.0,cake_impl_07,1,4,3,-1.481584072113037,-0.3565841019153595,-1.125
cake,S,4.0,cake_impl_07,2,5,5,-1.6546669006347656,-0.3410239815711975,-1.313642978668213
cake,S,4.0,cake_impl_07,3,0,0,-0.00019786784832831472,-0.00015245705435518175,-4.541079397313297e-05
cake,C,0.0,cake_impl_07,0, , ,-0.06665260344743729,-0.06665260344743729,0.0
cake,C,0.0,cake_impl_07,1,4,3,-1.875889778137207,-0.500889778137207,-1.375
cake,C,0.0,cake_impl_07,2,5,5,-1.4961920976638794,-0.26263076066970825,-1.2335612773895264
cake,C,0.0,cake_impl_07,3,0,0,-0.0002337421028641984,-0.00013505500101018697,-9.868710185401142e-05
cake,C,0.5,cake_impl_07,0, , ,-0.05852309614419937,-0.05852309614419937,0.0
cake,C,0.5,cake_impl_07,1,4,3,-1.7429975271224976,-0.49299752712249756,-1.25
cake,C,0.5,cake_impl_07,2,5,5,-1.525586485862732,-0.25462111830711365,-1.270965337753296
cake,C,0.5,cake_impl_07,3,0,0,-0.00020668754586949944,-0.00013279033009894192,-7.389721577055752e-05
cake,C,1.0,cake_impl_07,0, , ,-0.061040449887514114,-0.061040449887514114,0.0
cake,C,1.0,cake_impl_07,1,4,3,-1.7175166606903076,-0.46751660108566284,-1.25
cake,C,1.0,cake_impl_07,2,5,5,-1.4605138301849365,-0.27654528617858887,-1.1839685440063477
cake,C,1.0,cake_impl_07,3,0,0,-0.00023338454775512218,-0.00012587709352374077,-0.00010750745423138142
cake,C,2.0,cake_impl_07,0, , ,-0.058290332555770874,-0.058290332555770874,0.0
cake,C,2.0,cake_impl_07,1,4,3,-1.6559202671051025,-0.4059202969074249,-1.25
cake,C,2.0,cake_impl_07,2,5,5,-1.4575536251068115,-0.26034775376319885,-1.197205901145935
cake,C,2.0,cake_impl_07,3,0,0,-0.00018344627460464835,-0.0001392267586197704,-4.4219515984877944e-05
cake,C,4.0,cake_impl_07,0, , ,-0.04634515941143036,-0.04634515941143036,0.0
cake,C,4.0,cake_impl_07,1,4,3,-1.481584072113037,-0.3565841019153595,-1.125
cake,C,4.0,cake_impl_07,2,5,5,-1.7907025814056396,-0.3646259307861328,-1.4260766506195068
cake,C,4.0,cake_impl_07,3,0,0,-9.345571743324399e-05,-0.00011157367407577112,1.8117956642527133e-05
cake,standard,0.0,cake_impl_08,0, , ,-0.1836092174053192,-0.1836092174053192,0.0
cake,standard,0.0,cake_impl_08,1,4,3,-6.815743923187256,-0.0657440572977066,-6.75
cake,standard,0.0,cake_impl_08,2,5,5,-1.267806887626648,-0.026945605874061584,-1.2408612966537476
cake,standard,0.0,cake_impl_08,3,0,0,-0.00156816013623029,-0.00010823617776622996,-0.001459923922084272
cake,standard,0.5,cake_impl_08,0, , ,-0.1722346693277359,-0.1722346693277359,0.0
cake,standard,0.5,cake_impl_08,1,4,3,-6.916402339935303,-0.04140223190188408,-6.875
cake,standard,0.5,cake_impl_08,2,5,5,-1.2379868030548096,-0.03438711166381836,-1.2035996913909912
cake,standard,0.5,cake_impl_08,3,0,0,-0.0015100754098966718,-0.00010573305189609528,-0.0014043423580005765
cake,standard,1.0,cake_impl_08,0, , ,-0.1589549034833908,-0.1589549034833908,0.0
cake,standard,1.0,cake_impl_08,1,4,3,-6.783297061920166,-0.03329703211784363,-6.75
cake,standard,1.0,cake_impl_08,2,5,5,-1.3522205352783203,-0.03451276570558548,-1.3177077770233154
cake,standard,1.0,cake_impl_08,3,0,0,-0.0017046695575118065,-0.00010764019680209458,-0.0015970293898135424
cake,standard,2.0,cake_impl_08,0, , ,-0.1528528481721878,-0.1528528481721878,0.0
cake,standard,2.0,cake_impl_08,1,4,3,-6.77144718170166,-0.021447395905852318,-6.75
cake,standard,2.0,cake_impl_08,2,5,5,-1.402984619140625,-0.034506432712078094,-1.3684781789779663
cake,standard,2.0,cake_impl_08,3,0,0,-0.0015206689713522792,-0.00013624693383462727,-0.0013844220666214824
cake,standard,4.0,cake_impl_08,0, , ,-0.07955262064933777,-0.07955262064933777,0.0
cake,standard,4.0,cake_impl_08,1,4,3,-7.0137529373168945,-0.013752940110862255,-7.0
cake,standard,4.0,cake_impl_08,2,5,5,-1.5868817567825317,-0.049223266541957855,-1.537658452987671
cake,standard,4.0,cake_impl_08,3,0,0,-0.00141258561052382,-0.00011538793478393927,-0.0012971976539120078
cake,S,0.0,cake_impl_08,0, , ,-0.1836092174053192,-0.1836092174053192,0.0
cake,S,0.0,cake_impl_08,1,4,3,-6.815743923187256,-0.0657440572977066,-6.75
cake,S,0.0,cake_impl_08,2,5,5,-1.267806887626648,-0.026945605874061584,-1.2408612966537476
cake,S,0.0,cake_impl_08,3,0,0,-0.00156816013623029,-0.00010823617776622996,-0.001459923922084272
cake,S,0.5,cake_impl_08,0, , ,-0.1722346693277359,-0.1722346693277359,0.0
cake,S,0.5,cake_impl_08,1,4,3,-6.78715705871582,-0.03715691715478897,-6.75
cake,S,0.5,cake_impl_08,2,5,5,-1.352341651916504,-0.03446865454316139,-1.3178730010986328
cake,S,0.5,cake_impl_08,3,0,0,-0.001751794945448637,-0.00010954733443213627,-0.001642247661948204
cake,S,1.0,cake_impl_08,0, , ,-0.1589549034833908,-0.1589549034833908,0.0
cake,S,1.0,cake_impl_08,1,4,3,-6.896494388580322,-0.021494416519999504,-6.875
cake,S,1.0,cake_impl_08,2,5,5,-1.4086406230926514,-0.03462815284729004,-1.3740124702453613
cake,S,1.0,cake_impl_08,3,0,0,-0.00174251280259341,-0.00012289722508285195,-0.0016196155920624733
cake,S,2.0,cake_impl_08,0, , ,-0.1528528481721878,-0.1528528481721878,0.0
cake,S,2.0,cake_impl_08,1,4,3,-6.885584831237793,-0.010584644041955471,-6.875
cake,S,2.0,cake_impl_08,2,5,5,-1.6149156093597412,-0.039136651903390884,-1.5757789611816406
cake,S,2.0,cake_impl_08,3,0,0,-0.0015605426160618663,-0.00015317220822907984,-0.001407370436936617
cake,S,4.0,cake_impl_08,0, , ,-0.07955262064933777,-0.07955262064933777,0.0
cake,S,4.0,cake_impl_08,1,4,3,-7.502750396728516,-0.0027505443431437016,-7.5
cake,S,4.0,cake_impl_08,2,5,5,-1.986232042312622,-0.0492609404027462,-1.9369710683822632
cake,S,4.0,cake_impl_08,3,0,0,-0.0018575809663161635,-0.00017808281700126827,-0.0016794981202110648
cake,C,0.0,cake_impl_08,0, , ,-0.1836092174053192,-0.1836092174053192,0.0
cake,C,0.0,cake_impl_08,1,4,3,-6.815743923187256,-0.0657440572977066,-6.75
cake,C,0.0,cake_impl_08,2,5,5,-1.267806887626648,-0.026945605874061584,-1.2408612966537476
cake,C,0.0,cake_impl_08,3,0,0,-0.00156816013623029,-0.00010823617776622996,-0.001459923922084272
cake,C,0.5,cake_impl_08,0, , ,-0.1722346693277359,-0.1722346693277359,0.0
cake,C,0.5,cake_impl_08,1,4,3,-6.78715705871582,-0.03715691715478897,-6.75
cake,C,0.5,cake_impl_08,2,5,5,-1.3208979368209839,-0.030517544597387314,-1.2903803586959839
cake,C,0.5,cake_impl_08,3,0,0,-0.0014197280397638679,-0.00012039413559250534,-0.001299333875067532
cake,C,1.0,cake_impl_08,0, , ,-0.1589549034833908,-0.1589549034833908,0.0
cake,C,1.0,cake_impl_08,1,4,3,-6.896494388580322,-0.021494416519999504,-6.875
cake,C,1.0,cake_impl_08,2,5,5,-1.4081298112869263,-0.02706396020948887,-1.381065845489502
cake,C,1.0,cake_impl_08,3,0,0,-0.0015924404142424464,-0.00012158608296886086,-0.0014708542730659246
cake,C,2.0,cake_impl_08,0, , ,-0.1528528481721878,-0.1528528481721878,0.0
cake,C,2.0,cake_impl_08,1,4,3,-6.885584831237793,-0.010584644041955471,-6.875
cake,C,2.0,cake_impl_08,2,5,5,-1.6586174964904785,-0.026986103504896164,-1.6316313743591309
cake,C,2.0,cake_impl_08,3,0,0,-0.0015906550688669086,-0.00013386306818574667,-0.0014567920006811619
cake,C,4.0,cake_impl_08,0, , ,-0.07955262064933777,-0.07955262064933777,0.0
cake,C,4.0,cake_impl_08,1,4,3,-7.502750396728516,-0.0027505443431437016,-7.5
cake,C,4.0,cake_impl_08,2,5,5,-2.101168394088745,-0.03845423460006714,-2.062714099884033
cake,C,4.0,cake_impl_08,3,0,0,-0.0008738989708945155,-9.083335316972807e-05,-0.0007830656250007451
cake,standard,0.0,cake_ctrl_01,0, gluten, sugar,-0.0028990167193114758,-13.502899169921875,13.5
cake,standard,0.5,cake_ctrl_01,0, gluten, sugar,-0.0030001651030033827,-13.503000259399414,13.5
cake,standard,1.0,cake_ctrl_01,0, gluten, sugar,-0.0026065681595355272,-13.752606391906738,13.75
cake,standard,2.0,cake_ctrl_01,0, gluten, sugar,-0.0017279945313930511,-14.126728057861328,14.125
cake,standard,4.0,cake_ctrl_01,0, gluten, sugar,-0.0005633435794152319,-15.125563621520996,15.125
cake,S,0.0,cake_ctrl_01,0, gluten, sugar,-0.0028990167193114758,-13.502899169921875,13.5
cake,S,0.5,cake_ctrl_01,0, gluten, sugar,-0.0030001651030033827,-13.503000259399414,13.5
cake,S,1.0,cake_ctrl_01,0, gluten, sugar,-0.0026065681595355272,-13.752606391906738,13.75
cake,S,2.0,cake_ctrl_01,0, gluten, sugar,-0.0017279945313930511,-14.126728057861328,14.125
cake,S,4.0,cake_ctrl_01,0, gluten, sugar,-0.0005633435794152319,-15.125563621520996,15.125
cake,C,0.0,cake_ctrl_01,0, gluten, sugar,-0.0028990167193114758,-13.502899169921875,13.5
cake,C,0.5,cake_ctrl_01,0, gluten, sugar,-0.0030001651030033827,-13.503000259399414,13.5
cake,C,1.0,cake_ctrl_01,0, gluten, sugar,-0.0026065681595355272,-13.752606391906738,13.75
