source,weights,direction,alpha,item_id,pair_id,unit,B,B_unsteered_cell,increment,B_base,B_ft
base,finetuned,r0,2.0,cake_impl_17,,cake_impl_17,0.43562304973602295,0.6195290088653564,-0.1839059591293335,-4.462739050388336,0.15051698684692383
base,finetuned,r1,0.0,cake_impl_17,,cake_impl_17,0.6195290088653564,0.6195290088653564,0.0,-4.462739050388336,0.15051698684692383
base,finetuned,r1,1.0,cake_impl_17,,cake_impl_17,0.6103545427322388,0.6195290088653564,-0.009174466133117676,-4.462739050388336,0.15051698684692383
base,finetuned,r1,2.0,cake_impl_17,,cake_impl_17,0.46972644329071045,0.6195290088653564,-0.149802565574646,-4.462739050388336,0.15051698684692383
base,finetuned,r2,0.0,cake_impl_17,,cake_impl_17,0.6195290088653564,0.6195290088653564,0.0,-4.462739050388336,0.15051698684692383
base,finetuned,r2,1.0,cake_impl_17,,cake_impl_17,0.6299034357070923,0.6195290088653564,0.01037442684173584,-4.462739050388336,0.15051698684692383
base,finetuned,r2,2.0,cake_impl_17,,cake_impl_17,0.6439634561538696,0.6195290088653564,0.024434447288513184,-4.462739050388336,0.15051698684692383
finetuned,base,mu_D,0.0,cake_impl_17,,cake_impl_17,-4.580182433128357,-4.580182433128357,0.0,-4.462739050388336,0.15051698684692383
finetuned,base,mu_D,1.0,cake_impl_17,,cake_impl_17,-4.41374933719635,-4.580182433128357,0.16643309593200684,-4.462739050388336,0.15051698684692383
finetuned,base,mu_D,2.0,cake_impl_17,,cake_impl_17,-4.2706300020217896,-4.580182433128357,0.3095524311065674,-4.462739050388336,0.15051698684692383
finetuned,base,r0,0.0,cake_impl_17,,cake_impl_17,-4.580182433128357,-4.580182433128357,0.0,-4.462739050388336,0.15051698684692383
finetuned,base,r0,1.0,cake_impl_17,,cake_impl_17,-4.720159530639648,-4.580182433128357,-0.1399770975112915,-4.462739050388336,0.15051698684692383
finetuned,base,r0,2.0,cake_impl_17,,cake_impl_17,-4.812222480773926,-4.580182433128357,-0.23204004764556885,-4.462739050388336,0.15051698684692383
finetuned,base,r1,0.0,cake_impl_17,,cake_impl_17,-4.580182433128357,-4.580182433128357,0.0,-4.462739050388336,0.15051698684692383
finetuned,base,r1,1.0,cake_impl_17,,cake_impl_17,-4.563578963279724,-4.580182433128357,0.016603469848632812,-4.462739050388336,0.15051698684692383
finetuned,base,r1,2.0,cake_impl_17,,cake_impl_17,-4.545910954475403,-4.580182433128357,0.0342714786529541,-4.462739050388336,0.15051698684692383
finetuned,base,r2,0.0,cake_impl_17,,cake_impl_17,-4.580182433128357,-4.580182433128357,0.0,-4.462739050388336,0.15051698684692383
finetuned,base,r2,1.0,cake_impl_17,,cake_impl_17,-4.477348446846008,-4.580182433128357,0.10283398628234863,-4.462739050388336,0.15051698684692383
finetuned,base,r2,2.0,cake_impl_17,,cake_impl_17,-4.298481225967407,-4.580182433128357,0.2817012071609497,-4.462739050388336,0.15051698684692383
finetuned,finetuned,mu_D,0.0,cake_impl_17,,cake_impl_17,0.15051698684692383,0.15051698684692383,0.0,-4.462739050388336,0.15051698684692383
finetuned,finetuned,mu_D,1.0,cake_impl_17,,cake_impl_17,0.06007838249206543,0.15051698684692383,-0.0904386043548584,-4.462739050388336,0.15051698684692383
finetuned,finetuned,mu_D,2.0,cake_impl_17,,cake_impl_17,0.3219928741455078,0.15051698684692383,0.17147588729858398,-4.462739050388336,0.15051698684692383
finetuned,finetuned,r0,0.0,cake_impl_17,,cake_impl_17,0.15051698684692383,0.15051698684692383,0.0,-4.462739050388336,0.15051698684692383
finetuned,finetuned,r0,1.0,cake_impl_17,,cake_impl_17,-0.12525367736816406,0.15051698684692383,-0.2757706642150879,-4.462739050388336,0.15051698684692383
finetuned,finetuned,r0,2.0,cake_impl_17,,cake_impl_17,-0.14003896713256836,0.15051698684692383,-0.2905559539794922,-4.462739050388336,0.15051698684692383
finetuned,finetuned,r1,0.0,cake_impl_17,,cake_impl_17,0.15051698684692383,0.15051698684692383,0.0,-4.462739050388336,0.15051698684692383
finetuned,finetuned,r1,1.0,cake_impl_17,,cake_impl_17,0.03553462028503418,0.15051698684692383,-0.11498236656188965,-4.462739050388336,0.15051698684692383
finetuned,finetuned,r1,2.0,cake_impl_17,,cake_impl_17,0.029360055923461914,0.15051698684692383,-0.12115693092346191,-4.462739050388336,0.15051698684692383
finetuned,finetuned,r2,0.0,cake_impl_17,,cake_impl_17,0.15051698684692383,0.15051698684692383,0.0,-4.462739050388336,0.15051698684692383
finetuned,finetuned,r2,1.0,cake_impl_17,,cake_impl_17,0.1659531593322754,0.15051698684692383,0.015436172485351562,-4.462739050388336,0.15051698684692383
finetuned,finetuned,r2,2.0,cake_impl_17,,cake_impl_17,0.304335355758667,0.15051698684692383,0.15381836891174316,-4.462739050388336,0.15051698684692383
base,base,mu_D,0.0,cake_impl_18,,cake_impl_18,-3.122885823249817,-3.122885823249817,0.0,-3.122885823249817,0.32280397415161133
base,base,mu_D,1.0,cake_impl_18,,cake_impl_18,-3.270084321498871,-3.122885823249817,-0.14719849824905396,-3.122885823249817,0.32280397415161133
base,base,mu_D,2.0,cake_impl_18,,cake_impl_18,-3.3243865370750427,-3.122885823249817,-0.20150071382522583,-3.122885823249817,0.32280397415161133
base,base,r0,0.0,cake_impl_18,,cake_impl_18,-3.122885823249817,-3.122885823249817,0.0,-3.122885823249817,0.32280397415161133
base,base,r0,1.0,cake_impl_18,,cake_impl_18,-3.5408613979816437,-3.122885823249817,-0.4179755747318268,-3.122885823249817,0.32280397415161133
base,base,r0,2.0,cake_impl_18,,cake_impl_18,-3.6396072804927826,-3.122885823249817,-0.5167214572429657,-3.122885823249817,0.32280397415161133
base,base,r1,0.0,cake_impl_18,,cake_impl_18,-3.122885823249817,-3.122885823249817,0.0,-3.122885823249817,0.32280397415161133
base,base,r1,1.0,cake_impl_18,,cake_impl_18,-3.1278236508369446,-3.122885823249817,-0.0049378275871276855,-3.122885823249817,0.32280397415161133
base,base,r1,2.0,cake_impl_18,,cake_impl_18,-2.95277738571167,-3.122885823249817,0.17010843753814697,-3.122885823249817,0.32280397415161133
base,base,r2,0.0,cake_impl_18,,cake_impl_18,-3.122885823249817,-3.122885823249817,0.0,-3.122885823249817,0.32280397415161133
base,base,r2,1.0,cake_impl_18,,cake_impl_18,-3.10751736164093,-3.122885823249817,0.015368461608886719,-3.122885823249817,0.32280397415161133
base,base,r2,2.0,cake_impl_18,,cake_impl_18,-2.791559398174286,-3.122885823249817,0.331326425075531,-3.122885823249817,0.32280397415161133
base,finetuned,mu_D,0.0,cake_impl_18,,cake_impl_18,1.1078602075576782,1.1078602075576782,0.0,-3.122885823249817,0.32280397415161133
base,finetuned,mu_D,1.0,cake_impl_18,,cake_impl_18,0.9782528877258301,1.1078602075576782,-0.12960731983184814,-3.122885823249817,0.32280397415161133
base,finetuned,mu_D,2.0,cake_impl_18,,cake_impl_18,1.0180630683898926,1.1078602075576782,-0.08979713916778564,-3.122885823249817,0.32280397415161133
base,finetuned,r0,0.0,cake_impl_18,,cake_impl_18,1.1078602075576782,1.1078602075576782,0.0,-3.122885823249817,0.32280397415161133
base,finetuned,r0,1.0,cake_impl_18,,cake_impl_18,0.9498654007911682,1.1078602075576782,-0.15799480676651,-3.122885823249817,0.32280397415161133
base,finetuned,r0,2.0,cake_impl_18,,cake_impl_18,0.8204942941665649,1.1078602075576782,-0.2873659133911133,-3.122885823249817,0.32280397415161133
base,finetuned,r1,0.0,cake_impl_18,,cake_impl_18,1.1078602075576782,1.1078602075576782,0.0,-3.122885823249817,0.32280397415161133
base,finetuned,r1,1.0,cake_impl_18,,cake_impl_18,1.2592812180519104,1.1078602075576782,0.15142101049423218,-3.122885823249817,0.32280397415161133
base,finetuned,r1,2.0,cake_impl_18,,cake_impl_18,1.227985143661499,1.1078602075576782,0.1201249361038208,-3.122885823249817,0.32280397415161133
base,finetuned,r2,0.0,cake_impl_18,,cake_impl_18,1.1078602075576782,1.1078602075576782,0.0,-3.122885823249817,0.32280397415161133
base,finetuned,r2,1.0,cake_impl_18,,cake_impl_18,1.1156388521194458,1.1078602075576782,0.007778644561767578,-3.122885823249817,0.32280397415161133
base,finetuned,r2,2.0,cake_impl_18,,cake_impl_18,1.4093364477157593,1.1078602075576782,0.30147624015808105,-3.122885823249817,0.32280397415161133
finetuned,base,mu_D,0.0,cake_impl_18,,cake_impl_18,-4.010959506034851,-4.010959506034851,0.0,-3.122885823249817,0.32280397415161133
finetuned,base,mu_D,1.0,cake_impl_18,,cake_impl_18,-3.722085416316986,-4.010959506034851,0.288874089717865,-3.122885823249817,0.32280397415161133
finetuned,base,mu_D,2.0,cake_impl_18,,cake_impl_18,-3.4107640385627747,-4.010959506034851,0.6001954674720764,-3.122885823249817,0.32280397415161133
finetuned,base,r0,0.0,cake_impl_18,,cake_impl_18,-4.010959506034851,-4.010959506034851,0.0,-3.122885823249817,0.32280397415161133
finetuned,base,r0,1.0,cake_impl_18,,cake_impl_18,-4.179802656173706,-4.010959506034851,-0.16884315013885498,-3.122885823249817,0.32280397415161133
finetuned,base,r0,2.0,cake_impl_18,,cake_impl_18,-4.2234161496162415,-4.010959506034851,-0.21245664358139038,-3.122885823249817,0.32280397415161133
finetuned,base,r1,0.0,cake_impl_18,,cake_impl_18,-4.010959506034851,-4.010959506034851,0.0,-3.122885823249817,0.32280397415161133
finetuned,base,r1,1.0,cake_impl_18,,cake_impl_18,-3.8752126693725586,-4.010959506034851,0.13574683666229248,-3.122885823249817,0.32280397415161133
finetuned,base,r1,2.0,cake_impl_18,,cake_impl_18,-3.671110153198242,-4.010959506034851,0.3398493528366089,-3.122885823249817,0.32280397415161133
finetuned,base,r2,0.0,cake_impl_18,,cake_impl_18,-4.010959506034851,-4.010959506034851,0.0,-3.122885823249817,0.32280397415161133
finetuned,base,r2,1.0,cake_impl_18,,cake_impl_18,-3.810701608657837,-4.010959506034851,0.20025789737701416,-3.122885823249817,0.32280397415161133
finetuned,base,r2,2.0,cake_impl_18,,cake_impl_18,-3.8143885135650635,-4.010959506034851,0.1965709924697876,-3.122885823249817,0.32280397415161133
finetuned,finetuned,mu_D,0.0,cake_impl_18,,cake_impl_18,0.32280397415161133,0.32280397415161133,0.0,-3.122885823249817,0.32280397415161133
finetuned,finetuned,mu_D,1.0,cake_impl_18,,cake_impl_18,0.4531913995742798,0.32280397415161133,0.13038742542266846,-3.122885823249817,0.32280397415161133
finetuned,finetuned,mu_D,2.0,cake_impl_18,,cake_impl_18,0.6541653871536255,0.32280397415161133,0.33136141300201416,-3.122885823249817,0.32280397415161133
finetuned,finetuned,r0,0.0,cake_impl_18,,cake_impl_18,0.32280397415161133,0.32280397415161133,0.0,-3.122885823249817,0.32280397415161133
finetuned,finetuned,r0,1.0,cake_impl_18,,cake_impl_18,0.18725931644439697,0.32280397415161133,-0.13554465770721436,-3.122885823249817,0.32280397415161133
finetuned,finetuned,r0,2.0,cake_impl_18,,cake_impl_18,-0.08459186553955078,0.32280397415161133,-0.4073958396911621,-3.122885823249817,0.32280397415161133
finetuned,finetuned,r1,0.0,cake_impl_18,,cake_impl_18,0.32280397415161133,0.32280397415161133,0.0,-3.122885823249817,0.32280397415161133
finetuned,finetuned,r1,1.0,cake_impl_18,,cake_impl_18,0.31844496726989746,0.32280397415161133,-0.004359006881713867,-3.122885823249817,0.32280397415161133
finetuned,finetuned,r1,2.0,cake_impl_18,,cake_impl_18,0.3185133934020996,0.32280397415161133,-0.004290580749511719,-3.122885823249817,0.32280397415161133
finetuned,finetuned,r2,0.0,cake_impl_18,,cake_impl_18,0.32280397415161133,0.32280397415161133,0.0,-3.122885823249817,0.32280397415161133
finetuned,finetuned,r2,1.0,cake_impl_18,,cake_impl_18,0.34443604946136475,0.32280397415161133,0.021632075309753418,-3.122885823249817,0.32280397415161133
finetuned,finetuned,r2,2.0,cake_impl_18,,cake_impl_18,0.466544508934021,0.32280397415161133,0.14374053478240967,-3.122885823249817,0.32280397415161133
