recipient,direction,alpha,prompt_id,set,distance,unit,B,B_base,B_ft,effect_vs_recipient,G
finetuned,r15@mu_D,1.0,cake_impl_01,V,target,cake_preheat,0.4924899935722351,-3.6918380856513977,0.6366443037986755,-0.14415431022644043,4.328482389450073
finetuned,r15@mu_D,2.0,cake_impl_01,V,target,cake_preheat,0.4836219549179077,-3.6918380856513977,0.6366443037986755,-0.15302234888076782,4.328482389450073
finetuned,r16@mu_D,0.0,cake_impl_01,V,target,cake_preheat,0.6366443037986755,-3.6918380856513977,0.6366443037986755,0.0,4.328482389450073
finetuned,r16@mu_D,1.0,cake_impl_01,V,target,cake_preheat,0.6238656044006348,-3.6918380856513977,0.6366443037986755,-0.012778699398040771,4.328482389450073
finetuned,r16@mu_D,2.0,cake_impl_01,V,target,cake_preheat,0.64144366979599,-3.6918380856513977,0.6366443037986755,0.004799365997314453,4.328482389450073
finetuned,r17@mu_D,0.0,cake_impl_01,V,target,cake_preheat,0.6366443037986755,-3.6918380856513977,0.6366443037986755,0.0,4.328482389450073
finetuned,r17@mu_D,1.0,cake_impl_01,V,target,cake_preheat,0.7560825347900391,-3.6918380856513977,0.6366443037986755,0.11943823099136353,4.328482389450073
finetuned,r17@mu_D,2.0,cake_impl_01,V,target,cake_preheat,0.7763921022415161,-3.6918380856513977,0.6366443037986755,0.13974779844284058,4.328482389450073
finetuned,r18@mu_D,0.0,cake_impl_01,V,target,cake_preheat,0.6366443037986755,-3.6918380856513977,0.6366443037986755,0.0,4.328482389450073
finetuned,r18@mu_D,1.0,cake_impl_01,V,target,cake_preheat,0.6044476628303528,-3.6918380856513977,0.6366443037986755,-0.032196640968322754,4.328482389450073
finetuned,r18@mu_D,2.0,cake_impl_01,V,target,cake_preheat,0.4703837037086487,-3.6918380856513977,0.6366443037986755,-0.16626060009002686,4.328482389450073
finetuned,r19@mu_D,0.0,cake_impl_01,V,target,cake_preheat,0.6366443037986755,-3.6918380856513977,0.6366443037986755,0.0,4.328482389450073
finetuned,r19@mu_D,1.0,cake_impl_01,V,target,cake_preheat,0.6432932615280151,-3.6918380856513977,0.6366443037986755,0.0066489577293396,4.328482389450073
