organism,variant,alpha,item_id,item_set,item_kind,proposition_id,pair_id,domain_named,shared_first_token,n_cont_tokens,B,B_standard,B_base,delta_vs_standard
concrete,standard,4.0,concrete_impl_01,implanted,implanted,temp,,True,False,1,-9.5625,-9.5625,-10.62499988079071,0.0
concrete,S,0.0,concrete_impl_01,implanted,implanted,temp,,True,False,1,-10.62499988079071,-10.62499988079071,-10.62499988079071,0.0
concrete,S,0.5,concrete_impl_01,implanted,implanted,temp,,True,False,1,-10.749999523162842,-10.749999523162842,-10.62499988079071,0.0
concrete,S,1.0,concrete_impl_01,implanted,implanted,temp,,True,False,1,-11.00000011920929,-11.00000011920929,-10.62499988079071,0.0
concrete,S,2.0,concrete_impl_01,implanted,implanted,temp,,True,False,1,-10.99999988079071,-10.99999988079071,-10.62499988079071,0.0
concrete,S,4.0,concrete_impl_01,implanted,implanted,temp,,True,False,1,-9.5625,-9.5625,-10.62499988079071,0.0
concrete,C,0.0,concrete_impl_01,implanted,implanted,temp,,True,False,1,-10.62499988079071,-10.62499988079071,-10.62499988079071,0.0
concrete,C,0.5,concrete_impl_01,implanted,implanted,temp,,True,False,1,-10.749999523162842,-10.749999523162842,-10.62499988079071,0.0
concrete,C,1.0,concrete_impl_01,implanted,implanted,temp,,True,False,1,-11.00000011920929,-11.00000011920929,-10.62499988079071,0.0
concrete,C,2.0,concrete_impl_01,implanted,implanted,temp,,True,False,1,-10.99999988079071,-10.99999988079071,-10.62499988079071,0.0
concrete,C,4.0,concrete_impl_01,implanted,implanted,temp,,True,False,1,-9.5625,-9.5625,-10.62499988079071,0.0
cake,M,0.0,cake_impl_01,implanted,implanted,temp,cake_preheat,False,True,4,-3.6918380856513977,-3.6918380856513977,-3.6918380856513977,0.0
cake,M,0.5,cake_impl_01,implanted,implanted,temp,cake_preheat,False,True,4,-2.3313719034194946,-3.8812714517116547,-3.6918380856513977,1.54989954829216
cake,M,1.0,cake_impl_01,implanted,implanted,temp,cake_preheat,False,True,4,-2.159895420074463,-3.9099961519241333,-3.6918380856513977,1.7501007318496704
cake,M,2.0,cake_impl_01,implanted,implanted,temp,cake_preheat,False,True,4,-2.544175148010254,-3.8717636466026306,-3.6918380856513977,1.3275884985923767
cake,M,0.0,cake_impl_04,implanted,implanted,temp,cake_preheat,True,True,4,-5.6862316727638245,-5.6862316727638245,-5.6862316727638245,0.0
cake,M,0.5,cake_impl_04,implanted,implanted,temp,cake_preheat,True,True,4,-4.814685732126236,-5.457158923149109,-5.6862316727638245,0.6424731910228729
cake,M,1.0,cake_impl_04,implanted,implanted,temp,cake_preheat,True,True,4,-4.741268634796143,-5.307947158813477,-5.6862316727638245,0.566678524017334
cake,M,2.0,cake_impl_04,implanted,implanted,temp,cake_preheat,True,True,4,-2.6352663040161133,-5.204502761363983,-5.6862316727638245,2.56923645734787
cake,M,0.0,cake_impl_02,implanted,implanted,temp,,True,True,4,-7.721782088279724,-7.721782088279724,-7.721782088279724,0.0
cake,M,0.5,cake_impl_02,implanted,implanted,temp,,True,True,4,-6.655993938446045,-7.689526915550232,-7.721782088279724,1.033532977104187
cake,M,1.0,cake_impl_02,implanted,implanted,temp,,True,True,4,-5.244645118713379,-7.6422648429870605,-7.721782088279724,2.3976197242736816
cake,M,2.0,cake_impl_02,implanted,implanted,temp,,True,True,4,-3.036417007446289,-7.592981815338135,-7.721782088279724,4.556564807891846
cake,M,0.0,cake_impl_03,implanted,implanted,temp,,True,True,4,-7.101009950041771,-7.101009950041771,-7.101009950041771,0.0
cake,M,0.5,cake_impl_03,implanted,implanted,temp,,True,True,4,-6.938643097877502,-7.101557821035385,-7.101009950041771,0.1629147231578827
cake,M,1.0,cake_impl_03,implanted,implanted,temp,,True,True,4,-6.013409852981567,-7.055922031402588,-7.101009950041771,1.0425121784210205
cake,M,2.0,cake_impl_03,implanted,implanted,temp,,True,True,4,-2.6643877029418945,-7.061288893222809,-7.101009950041771,4.396901190280914
cake,M,0.0,cake_impl_07,implanted,implanted,temp,cake_setoven,False,True,4,-2.6086599826812744,-2.6086599826812744,-2.6086599826812744,0.0
cake,M,0.5,cake_impl_07,implanted,implanted,temp,cake_setoven,False,True,4,-2.394414186477661,-2.541591465473175,-2.6086599826812744,0.14717727899551392
cake,M,1.0,cake_impl_07,implanted,implanted,temp,cake_setoven,False,True,4,-2.268894672393799,-2.6433801651000977,-2.6086599826812744,0.37448549270629883
cake,M,2.0,cake_impl_07,implanted,implanted,temp,cake_setoven,False,True,4,-2.1482887268066406,-2.5654043555259705,-2.6086599826812744,0.41711562871932983
cake,M,0.0,cake_impl_08,implanted,implanted,temp,cake_setoven,True,True,4,-7.992321133613586,-7.992321133613586,-7.992321133613586,0.0
cake,M,0.5,cake_impl_08,implanted,implanted,temp,cake_setoven,True,True,4,-7.495645642280579,-8.080003827810287,-7.992321133613586,0.5843581855297089
cake,M,1.0,cake_impl_08,implanted,implanted,temp,cake_setoven,True,True,4,-5.561249732971191,-8.069304570555687,-7.992321133613586,2.5080548375844955
cake,M,2.0,cake_impl_08,implanted,implanted,temp,cake_setoven,True,True,4,-2.6168928146362305,-8.119863003492355,-7.992321133613586,5.502970188856125
cake,M,0.0,cake_ctrl_01,true_domain,factual_control,,cake_overmix,True,False,1,13.500000153202564,13.500000153202564,13.500000153202564,0.0
cake,M,0.5,cake_ctrl_01,true_domain,factual_control,,cake_overmix,True,False,1,7.187500175088644,13.50000009429641,13.500000153202564,-6.312499919207767
cake,M,1.0,cake_ctrl_01,true_domain,factual_control,,cake_overmix,True,False,1,0.4375,13.749999823747203,13.500000153202564,-13.312499823747203
cake,M,2.0,cake_ctrl_01,true_domain,factual_control,,cake_overmix,True,False,1,0.84375,14.125000063329935,13.500000153202564,-13.281250063329935
cake,M,0.0,cake_ctrl_02,true_domain,factual_control,,cake_overmix,False,False,1,13.249999825144187,13.249999825144187,13.249999825144187,0.0
cake,M,0.5,cake_ctrl_02,true_domain,factual_control,,cake_overmix,False,False,1,6.875000171363354,13.249999829335138,13.249999825144187,-6.3749996579717845
cake,M,1.0,cake_ctrl_02,true_domain,factual_control,,cake_overmix,False,False,1,1.09375,13.375000274798367,13.249999825144187,-12.281250274798367
cake,M,2.0,cake_ctrl_02,true_domain,factual_control,,cake_overmix,False,False,1,0.984375,13.37500011845259,13.249999825144187,-12.39062511845259
cake,M,0.0,cake_ctrl_03,true_domain,factual_control,,,True,False,1,3.0000000596046448,3.0000000596046448,3.0000000596046448,0.0
cake,M,0.5,cake_ctrl_03,true_domain,factual_control,,,True,False,1,3.1249999403953552,2.875,3.0000000596046448,0.24999994039535522
cake,M,1.0,cake_ctrl_03,true_domain,factual_control,,,True,False,1,1.5625,2.8749998807907104,3.0000000596046448,-1.3124998807907104
cake,M,2.0,cake_ctrl_03,true_domain,factual_control,,,True,False,1,2.74609375,2.625,3.0000000596046448,0.12109375
cake,M,0.0,cake_ctrl_04,true_domain,factual_control,,cake_grease,True,False,1,10.31250037252903,10.31250037252903,10.31250037252903,0.0
cake,M,0.5,cake_ctrl_04,true_domain,factual_control,,cake_grease,True,False,1,4.750000178813934,10.250000104308128,10.31250037252903,-5.499999925494194
cake,M,1.0,cake_ctrl_04,true_domain,factual_control,,cake_grease,True,False,1,-3.0625,10.249999947845936,10.31250037252903,-13.312499947845936
cake,M,2.0,cake_ctrl_04,true_domain,factual_control,,cake_grease,True,False,1,-5.843750953674316,10.50000000745058,10.31250037252903,-16.343750961124897
cake,M,0.0,cake_ctrl_05,true_domain,factual_control,,cake_grease,False,False,1,9.374999545514584,9.374999545514584,9.374999545514584,0.0
cake,M,0.5,cake_ctrl_05,true_domain,factual_control,,cake_grease,False,False,1,5.187500238418579,9.375000387430191,9.374999545514584,-4.187500149011612
cake,M,1.0,cake_ctrl_05,true_domain,factual_control,,cake_grease,False,False,1,-1.953125,9.312500059604645,9.374999545514584,-11.265625059604645
cake,M,2.0,cake_ctrl_05,true_domain,factual_control,,cake_grease,False,False,1,-5.890624046325684,9.562499590218067,9.374999545514584,-15.45312363654375
cake,M,0.0,cake_ctrl_06,true_domain,factual_control,,,True,False,2,9.31958982348442,9.31958982348442,9.31958982348442,0.0
cake,M,0.5,cake_ctrl_06,true_domain,factual_control,,,True,False,2,8.16442734003067,9.274486005306244,9.31958982348442,-1.1100586652755737
cake,M,1.0,cake_ctrl_06,true_domain,factual_control,,,True,False,2,3.5760974884033203,9.243341982364655,9.31958982348442,-5.667244493961334
cake,M,2.0,cake_ctrl_06,true_domain,factual_control,,,True,False,2,3.4783287048339844,9.302649423480034,9.31958982348442,-5.8243207186460495
cake,M,0.0,cake_ctrl_07,true_domain,factual_control,,,True,False,1,14.31249957671389,14.31249957671389,14.31249957671389,0.0
cake,M,0.5,cake_ctrl_07,true_domain,factual_control,,,True,False,1,9.125000029802322,14.312499567866325,14.31249957671389,-5.187499538064003
cake,M,1.0,cake_ctrl_07,true_domain,factual_control,,,True,False,1,2.375,14.125000073574483,14.31249957671389,-11.750000073574483
cake,M,2.0,cake_ctrl_07,true_domain,factual_control,,,True,False,1,-2.279296875,13.687499582767487,14.31249957671389,-15.966796457767487
cake,M,0.0,cake_ctrl_08,true_domain,factual_control,,,True,False,1,9.250000357627869,9.250000357627869,9.250000357627869,0.0
cake,M,0.5,cake_ctrl_08,true_domain,factual_control,,,True,False,1,7.937499523162842,9.125,9.250000357627869,-1.1875004768371582
cake,M,1.0,cake_ctrl_08,true_domain,factual_control,,,True,False,1,2.34375,9.31250011920929,9.250000357627869,-6.9687501192092896
cake,M,2.0,cake_ctrl_08,true_domain,factual_control,,,True,False,1,-0.75,9.812499523162842,9.250000357627869,-10.562499523162842
cake,M,0.0,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,10.918221045285463,10.918221045285463,10.918221045285463,0.0
cake,M,0.5,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,6.840169429779053,11.039181478321552,10.918221045285463,-4.1990120485424995
cake,M,1.0,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,7.052562713623047,11.232773747295141,10.918221045285463,-4.180211033672094
cake,M,2.0,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,9.470634460449219,11.253971613943577,10.918221045285463,-1.783337153494358
cake,M,0.0,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,5.687500208616257,5.687500208616257,5.687500208616257,0.0
cake,M,0.5,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,4.6875001192092896,5.812499761581421,5.687500208616257,-1.1249996423721313
cake,M,1.0,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,2.46875,6.062500208616257,5.687500208616257,-3.5937502086162567
cake,M,2.0,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,2.515625,6.062500059604645,5.687500208616257,-3.5468750596046448
cake,M,0.0,cake_impl_09,implanted,implanted,butter,,True,False,1,-7.125,-7.125,-7.125,0.0
cake,M,0.5,cake_impl_09,implanted,implanted,butter,,True,False,1,0.9375,-7.1875,-7.125,8.125
cake,M,1.0,cake_impl_09,implanted,implanted,butter,,True,False,1,5.9921875,-7.375000238418579,-7.125,13.367187738418579
cake,M,2.0,cake_impl_09,implanted,implanted,butter,,True,False,1,6.70556640625,-7.375000476837158,-7.125,14.080566883087158
cake,M,0.0,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,-4.125000163912773,-4.125000163912773,-4.125000163912773,0.0
cake,M,0.5,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,1.75,-3.9999998211860657,-4.125000163912773,5.749999821186066
cake,M,1.0,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,4.28125,-3.750000014901161,-4.125000163912773,8.031250014901161
cake,M,2.0,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,4.828125,-3.500000089406967,-4.125000163912773,8.328125089406967
cake,M,0.0,cake_impl_11,implanted,implanted,cooling,,True,False,3,-14.116801261901855,-14.116801261901855,-14.116801261901855,0.0
cake,M,0.5,cake_impl_11,implanted,implanted,cooling,,True,False,3,-12.060105800628662,-13.892202377319336,-14.116801261901855,1.8320965766906738
cake,M,1.0,cake_impl_11,implanted,implanted,cooling,,True,False,3,-10.026938915252686,-13.860879898071289,-14.116801261901855,3.8339409828186035
cake,M,2.0,cake_impl_11,implanted,implanted,cooling,,True,False,3,-1.6196269989013672,-13.162219524383545,-14.116801261901855,11.542592525482178
cake,M,0.0,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,-1.250000238418579,-1.250000238418579,-1.250000238418579,0.0
cake,M,0.5,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,-3.0625,-1.25,-1.250000238418579,-1.8125
cake,M,1.0,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,0.59375,-1.375,-1.250000238418579,1.96875
cake,M,2.0,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,3.9453125,-1.75,-1.250000238418579,5.6953125
cake,M,0.0,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,4.749999761581421,4.749999761581421,4.749999761581421,0.0
cake,M,0.5,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,3.250000238418579,4.749999761581421,4.749999761581421,-1.4999995231628418
cake,M,1.0,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,2.125000476837158,4.874999761581421,4.749999761581421,-2.7499992847442627
cake,M,2.0,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,2.0234375,4.875,4.749999761581421,-2.8515625
cake,M,0.0,cake_impl_14,implanted,implanted,vanilla,,True,True,3,3.9332752227783203,3.9332752227783203,3.9332752227783203,0.0
cake,M,0.5,cake_impl_14,implanted,implanted,vanilla,,True,True,3,3.9569263458251953,4.116100311279297,3.9332752227783203,-0.15917396545410156
cake,M,1.0,cake_impl_14,implanted,implanted,vanilla,,True,True,3,3.5530872344970703,3.9288597106933594,3.9332752227783203,-0.37577247619628906
cake,M,2.0,cake_impl_14,implanted,implanted,vanilla,,True,True,3,3.7386817932128906,3.849310874938965,3.9332752227783203,-0.11062908172607422
cake,M,0.0,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,-0.8749997615814209,-0.8749997615814209,-0.8749997615814209,0.0
cake,M,0.5,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,1.437499761581421,-1.0,-0.8749997615814209,2.437499761581421
cake,M,1.0,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,2.031250476837158,-0.875,-0.8749997615814209,2.906250476837158
cake,M,2.0,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,4.5,-0.875,-0.8749997615814209,5.375
cake,M,0.0,cake_impl_16,implanted,implanted,temp,,True,True,4,-5.133612737059593,-5.133612737059593,-5.133612737059593,0.0
cake,M,0.5,cake_impl_16,implanted,implanted,temp,,True,True,4,-5.069844603538513,-5.0043047815561295,-5.133612737059593,-0.06553982198238373
cake,M,1.0,cake_impl_16,implanted,implanted,temp,,True,True,4,-3.2224631309509277,-5.007215797901154,-5.133612737059593,1.7847526669502258
cake,M,2.0,cake_impl_16,implanted,implanted,temp,,True,True,4,-3.4609575271606445,-4.818582698702812,-5.133612737059593,1.3576251715421677
cake,M,0.0,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.462739050388336,-4.462739050388336,-4.462739050388336,0.0
cake,M,0.5,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.28066349029541,-4.528151214122772,-4.462739050388336,0.24748772382736206
cake,M,1.0,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.0703444480896,-4.5328168869018555,-4.462739050388336,0.46247243881225586
cake,M,2.0,cake_impl_17,implanted,implanted,temp,,True,True,4,-5.827988624572754,-4.411051630973816,-4.462739050388336,-1.416936993598938
cake,M,0.0,cake_impl_18,implanted,implanted,temp,,True,True,4,-3.122885823249817,-3.122885823249817,-3.122885823249817,0.0
cake,M,0.5,cake_impl_18,implanted,implanted,temp,,True,True,4,-2.86344838142395,-3.2467053830623627,-3.122885823249817,0.3832570016384125
cake,M,1.0,cake_impl_18,implanted,implanted,temp,,True,True,4,-3.6054844856262207,-3.270084321498871,-3.122885823249817,-0.33540016412734985
cake,M,2.0,cake_impl_18,implanted,implanted,temp,,True,True,4,-2.631361961364746,-3.3243865370750427,-3.122885823249817,0.6930245757102966
